business_name,business_url,business_phone,business_address,business_rating,business_review_count,business_price_category,business_neighborhood,business_index
Nespresso Boutique at Macy’s,https://www.yelp.com/adredir?ad_business_id=jhuueCartwhFmYXq0qYRWw&campaign_id=436cpMjQt-Fs-6hAm-Z4EA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnespresso-boutique-at-macys-new-york&request_id=ab83d08bd55d6a26&signature=5537ac4d381606758f307e24a33b6dbe0b91fa9fca36fa28ffcc0e35d3171f06&slot=0,(800) 562-1465,151 W 34th St,3.5,37,"Coffee Roasteries, Coffee & Tea, Cafes",Midtown West,
Lazy Sundaes - Lower East Side,https://www.yelp.com/adredir?ad_business_id=3aypSFXLfkAL4dhHVFobKg&campaign_id=w447yWFPtYLGxBscrm-8HQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Flazy-sundaes-lower-east-side-new-york&request_id=ab83d08bd55d6a26&signature=965e3eb9545bafa50154df58f1acc324dcd10e517ba6c743fde24870be76f332&slot=1,Lower East Side,23 Clinton St,4.5,6,"Desserts, Shaved Ice, Bubble Tea",,
Bea,https://www.yelp.com/biz/bea-new-york,(212) 602-1910,403 W 43rd St,4,2495,"$$American (New), Cocktail Bars",Midtown West,11
Go! Go! Curry!,https://www.yelp.com/biz/go-go-curry-new-york,(212) 730-5555,273 W 38th St,4,1458,$$Japanese Curry,Midtown West,12
Liberty Bagels Midtown,https://www.yelp.com/biz/liberty-bagels-midtown-new-york-3,(212) 279-1124,260 W 35th St,4.5,543,"$Breakfast & Brunch, Bagels, Sandwiches",Midtown West,13
Sergimmo Salumeria,https://www.yelp.com/biz/sergimmo-salumeria-new-york,(212) 967-4212,456 9th Ave,4,678,"$$Italian, Sandwiches",Midtown West,14
Scott’s Pizza Tours,https://www.yelp.com/biz/scotts-pizza-tours-new-york,Serving New York and the Surrounding Area,Serving New York and the Surrounding Area,5,319,"$$Pizza, Food Tours, Walking Tours",,15
Jongro BBQ,https://www.yelp.com/biz/jongro-bbq-new-york-3,(212) 473-2233,22 W 32nd St,4,1989,"$$Korean, Barbeque, Beer Bar",Koreatown,16
Los Tacos No.1,https://www.yelp.com/biz/los-tacos-no-1-new-york,Meatpacking District,75 9th Ave,4.5,3049,$Tacos,,17
Woorijip,https://www.yelp.com/biz/woorijip-new-york-2,(212) 244-1115,12 W 32nd St,4,2646,$Korean,Koreatown,18
KazuNori | The Original Hand Roll Bar,https://www.yelp.com/biz/kazunori-the-original-hand-roll-bar-new-york-2,(347) 594-5940,15 W 28th St,4.5,962,"$$Sushi Bars, Japanese",Flatiron,19
Non Solo Piada,https://www.yelp.com/biz/non-solo-piada-new-york,(212) 216-0616,302 W 37th St,4.5,346,"$$Italian, Breakfast & Brunch, Piadina",Midtown West,20
The Grey Dog,https://www.yelp.com/adredir?ad_business_id=QpkKEFHK5dz8XT-osEXgJw&campaign_id=uvZxqi_fkwkf66y-NzKjuw&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-grey-dog-new-york-5&request_id=ab83d08bd55d6a26&signature=cbcbc41adb9d0395a4b93a1ce7b24333afe94ff8d2ca4bfd45b1f5933cc02b27&slot=0,(212) 229-2345,242 W 16th St,4,1119,"Coffee & Tea, Breakfast & Brunch, American (Traditional)",Chelsea,
Peperino NYC Pizza,https://www.yelp.com/adredir?ad_business_id=EEPyJJFSDNDHFbLMhbDjNg&campaign_id=G9PsYw-CLchtlYhqDAl57Q&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpeperino-nyc-pizza-new-york&request_id=1d8925af0891079f&signature=2490c956fc0bcc64fa0a2d16ebbb09aebb97145f3ff69220b30a0859853c48bb&slot=0,(212) 245-2380,21 West End Ave,4,56,"Italian, Pizza, Wine Bars",Upper West Side,
Mad Morton,https://www.yelp.com/adredir?ad_business_id=xrPPBfLxWbSFkefTU7qk7g&campaign_id=zDRuM3zRVCrt0GaUjY5ifw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmad-morton-new-york&request_id=1d8925af0891079f&signature=4c89462028826d8caa13c2f219bc36fc8ac4f4863127af9127c41ffd9e3039f4&slot=1,(646) 596-7036,47 7th Ave S,4.5,10,"Cocktail Bars, American (New)",West Village,
Best Bagel & Coffee,https://www.yelp.com/biz/best-bagel-and-coffee-new-york,(212) 564-4409,225 W 35th St,4.5,3349,"$Bagels, Coffee & Tea, Breakfast & Brunch",Midtown West,1
NY Pizza Suprema,https://www.yelp.com/biz/ny-pizza-suprema-new-york,(212) 594-8939,413 8th Ave,4,2022,$Pizza,Chelsea,2
Zen Ramen & Sushi,https://www.yelp.com/biz/zen-ramen-and-sushi-new-york,(646) 870-7509,150 W 36th street,4.5,1763,"$$Sushi Bars, Ramen, Salad",Midtown West,3
Los Tacos No.1,https://www.yelp.com/biz/los-tacos-no-1-new-york-3,(929) 226-6237,229 W 43rd St,4.5,1836,$Tacos,Theater District,4
Anytime,https://www.yelp.com/biz/anytime-new-york,(646) 669-7733,23 W 32nd St,4.5,1426,"$$Korean, American (New), Tapas/Small Plates",Koreatown,5
Izakaya MEW,https://www.yelp.com/biz/izakaya-mew-new-york-3,(646) 368-9384,53 W 35th St,4,2329,"$$Tapas Bars, Sushi Bars, Izakaya",Midtown West,6
Keens Steakhouse,https://www.yelp.com/biz/keens-steakhouse-new-york,(212) 947-3636,72 W 36th St,4,2584,"$$$$Steakhouses, Desserts, Pubs",Midtown West,7
Friedmans,https://www.yelp.com/biz/friedmans-new-york-71,(212) 971-9400,132 W 31st St,4,2482,"$$American (New), Breakfast & Brunch, Juice Bars & Smoothies",Midtown West,8
Grace Street,https://www.yelp.com/biz/grace-street-new-york,(917) 745-2125,17 W 32nd St,4,2543,"$$Coffee & Tea, Desserts, Shaved Ice",Koreatown,9
Brooklyn Bagel & Coffee Company,https://www.yelp.com/biz/brooklyn-bagel-and-coffee-company-new-york-2,(212) 924-2824,286 8th Ave,4.5,1468,"$Bagels, Breakfast & Brunch, Cafes",Chelsea,10
Medi Winebar & Restaurant,https://www.yelp.com/adredir?ad_business_id=n7LwEbf0zsMapAcUtyyeVA&campaign_id=zYGCDpXdI7IruEB2DK6XeQ&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmedi-winebar-and-restaurant-new-york&request_id=1d8925af0891079f&signature=e998d9790369ca159226de34ca7fda8fc73d1d603be3115810d93298d8153085&slot=0,(212) 586-1201,811 9th Ave,3.5,409,"Tapas/Small Plates, Mediterranean, Wine Bars",Theater District,
Starbucks,https://www.yelp.com/adredir?ad_business_id=tgRdyqhFsfmAxVHLEbp0Hg&campaign_id=MheyS78YWuH2wED_EeAVwA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-new-york-586&request_id=eb5ead51d1156e7a&signature=573b6ec728dfc37a5a749f97b82a5717cdda4b46eb98fb03193a9cf30cbfe141&slot=0,(917) 576-1959,330 West 34th St,4.5,2,Coffee & Tea,Chelsea,
Nespresso Boutique at Macy’s,https://www.yelp.com/adredir?ad_business_id=jhuueCartwhFmYXq0qYRWw&campaign_id=436cpMjQt-Fs-6hAm-Z4EA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnespresso-boutique-at-macys-new-york&request_id=eb5ead51d1156e7a&signature=97ba02ca9ab9270c71a7934f2960a204e849ef0c3a69d31c60957886e0ad774d&slot=1,(800) 562-1465,151 W 34th St,3.5,37,"Coffee Roasteries, Coffee & Tea, Cafes",Midtown West,
Chef’s Table at Brooklyn Fare,https://www.yelp.com/biz/chefs-table-at-brooklyn-fare-new-york,(718) 243-0050,Located in Brooklyn Fare,4.5,534,"$$$$Japanese, Seafood",Located in Brooklyn Fare,21
Stumptown Coffee Roasters,https://www.yelp.com/biz/stumptown-coffee-roasters-new-york,(855) 711-3385,20 W 29th St,4.5,1397,"$$Coffee & Tea, Coffee Roasteries",Flatiron,22
Shake Shack,https://www.yelp.com/biz/shake-shack-new-york-9,(646) 435-0135,691 8th Ave,4,3032,"$$Burgers, Ice Cream & Frozen Yogurt",Midtown West,23
TONCHIN NEW YORK,https://www.yelp.com/biz/tonchin-new-york-new-york,(646) 692-9912,13 W 36th St,4.5,1239,"$$Ramen, Izakaya",Midtown West,24
Calle Dao - Bryant Park,https://www.yelp.com/biz/calle-dao-bryant-park-new-york,(212) 221-9002,38 W 39th St,4,1787,"$$Cuban, Cocktail Bars, Breakfast & Brunch",Midtown West,25
Pio Pio 8,https://www.yelp.com/biz/pio-pio-8-new-york-5,(212) 459-2929,604 10th Ave,4,2344,"$$Latin American, Peruvian",Hell's Kitchen,26
Tavola,https://www.yelp.com/biz/tavola-new-york,(212) 273-1181,488 9th Ave,4,972,"$$Italian, Pizza, Wine Bars",Midtown West,27
The NoMad Restaurant,https://www.yelp.com/biz/the-nomad-restaurant-new-york,(347) 472-5660,1170 Broadway,4,1481,"$$$French, American (New), Gastropubs",Flatiron,28
The Magician,https://www.yelp.com/biz/the-magician-new-york-4,,,,,,,
Citizens of Chelsea,https://www.yelp.com/biz/citizens-of-chelsea-new-york,(646) 649-3079,401 W 25th St,4,743,"$$Coffee & Tea, Breakfast & Brunch, Australian",Chelsea,29
Pokeworks,https://www.yelp.com/biz/pokeworks-new-york-12,(212) 575-8881,63 W 37th St,4,1736,"$$Sushi Bars, Poke, Salad",Midtown West,30
Amazon Go,https://www.yelp.com/adredir?ad_business_id=hiTGQ2KvN7me-z9DGyWYLQ&campaign_id=Bp2ix_Xaa2-ym2LYHrz3rg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Famazon-go-new-york-30&request_id=eb5ead51d1156e7a&signature=18288346225d7b599d54199f41e486baeceb2f36e30b468519b39c96d7d049cc&slot=0,-5498,11 W 42nd St,4,4,"Drugstores, Sandwiches, Breakfast & Brunch",Midtown West,
Nespresso Boutique at Macy’s,https://www.yelp.com/adredir?ad_business_id=jhuueCartwhFmYXq0qYRWw&campaign_id=436cpMjQt-Fs-6hAm-Z4EA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnespresso-boutique-at-macys-new-york&request_id=40fc4580dda7e0d0&signature=fd6cfc100a0d020591d7941916fe414b14bbffec2a85f1604b54a0215057bd32&slot=0,(800) 562-1465,151 W 34th St,3.5,37,"Coffee & Tea, Coffee Roasteries, Cafes",Midtown West,
Daniel’s Coffee And More,https://www.yelp.com/adredir?ad_business_id=2VQc_GpzAPxHPpCFhfA__g&campaign_id=cSyTOjsDGKF_3k1yOCDCTw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdaniel-s-coffee-and-more-new-york&request_id=40fc4580dda7e0d0&signature=5578b1924712d698a7cbb9f716f07913448e85633a845ae164bba51cc816043d&slot=1,(646) 455-0005,1050 3rd Ave,4.5,8,Coffee & Tea,Upper East Side,
Empire State Building,https://www.yelp.com/biz/empire-state-building-new-york-2,(212) 736-3100,20 W 34th St,4,2016,"Landmarks & Historical Buildings, Observatories",Koreatown,31
See businesses,https://www.yelp.com/search?cntrid=g2IUVjeIwx5x6x9u1cLS6w&l=g%3A-74.0145873549%2C40.7193392889%2C-73.9567506451%2C40.7775567111,,,,,,,
Jun-Men Ramen Bar,https://www.yelp.com/biz/jun-men-ramen-bar-new-york,(646) 852-6787,249 9th Ave,4,631,$$Ramen,Chelsea,32
Ayza Wine & Chocolate Bar,https://www.yelp.com/biz/ayza-wine-and-chocolate-bar-new-york-6,(212) 714-2992,11 W 31st St,4,1734,"$$Wine Bars, Desserts, Mediterranean",Koreatown,33
Beyond Sushi,https://www.yelp.com/biz/beyond-sushi-new-york-5,(212) 564-0869,134 West 37th St,4.5,507,"$$Vegan, Vegetarian, Gluten-Free",Midtown West,34
Joe’s Pizza,https://www.yelp.com/biz/joes-pizza-new-york-148,(646) 559-4878,1435 Broadway,4,1133,$Pizza,Theater District,35
Capizzi,https://www.yelp.com/biz/capizzi-new-york,(212) 695-6900,547 9th Ave,4,808,$$Pizza,Midtown West,36
Johny’s Luncheonette,https://www.yelp.com/biz/johnys-luncheonette-new-york,(212) 243-6230,124 W 25th St,4.5,976,"$Breakfast & Brunch, Burgers, Sandwiches",Chelsea,37
BCD Tofu House,https://www.yelp.com/biz/bcd-tofu-house-new-york-3,(212) 967-1900,5W 32nd St,4,2047,$$Korean,Koreatown,38
Turntable Chicken Jazz,https://www.yelp.com/biz/turntable-chicken-jazz-new-york-2,(212) 714-9700,20 W 33rd St,4,2031,"$$Chicken Wings, Bars, Korean",Koreatown,39
Buddakan,https://www.yelp.com/biz/buddakan-new-york,(212) 989-6699,75 9th Ave,4,4009,"$$$Chinese, Bars, Asian Fusion",Meatpacking District,40
Zoe Restaurant Bar & Lounge,https://www.yelp.com/adredir?ad_business_id=S85UgKrCsTFdXaly3jNJWw&campaign_id=sa6n775w4gtqRJayH8LI6A&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fzoe-restaurant-and-lounge-new-york&request_id=40fc4580dda7e0d0&signature=a8c0d3b1fc095ee2bd038dc9fcfe9b89efb42d4b396a72c97d5bd939b2729cfd&slot=0,(917) 265-8730,1559 Nicholas Ave,3.5,22,"Italian, Bars, Caribbean",Washington Heights,
Lazy Sundaes Canal St. Market,https://www.yelp.com/adredir?ad_business_id=bxCjNLVDQggNTbpviV0RMw&campaign_id=FKC3ZwONYn71VRn7x8cBcQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Flazy-sundaes-canal-st-market-new-york-4&request_id=ad449859e654ada7&signature=ffba39f2dc9cc88f132384b819073d3b9e8c4340c91446757c955df6264579e8&slot=0,SoHo,265 Canal St,4,9,"Shaved Ice, Desserts, Bubble Tea",,
Tavern on the Green,https://www.yelp.com/adredir?ad_business_id=hKdvsbuQRtjajWYwjaoOQw&campaign_id=lgldmnj3i7_4RpkYaoMBHw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftavern-on-the-green-new-york-7&request_id=ad449859e654ada7&signature=cbed365af76e3ad57314279d66a13b757434f4407f1713905529411e55c626ec&slot=1,(212) 877-8684,67 Central Park W,3.5,1472,"American (New), Cocktail Bars",Central Park,
Calle Dao - Chelsea,https://www.yelp.com/biz/calle-dao-chelsea-new-york,(212) 414-4104,461 W 23rd St,4.5,667,"$$Cuban, Chinese, Asian Fusion",Chelsea,41
Kame,https://www.yelp.com/biz/kame-new-york-2,(917) 391-8587,330 8th Ave,4.5,417,"$$Ramen, Noodles",Chelsea,42
District Tap House,https://www.yelp.com/biz/district-tap-house-new-york,(212) 221-1822,246 W 38th St,4,823,"$$Sports Bars, Pubs, American (New)",Midtown West,43
ICHIRAN Midtown,https://www.yelp.com/biz/ichiran-midtown-new-york,(212) 465-0701,132 W 31st St,4,835,"$$Ramen, Noodles, Soup",Midtown West,44
District Social,https://www.yelp.com/biz/district-social-new-york,(212) 994-9599,252 W 37th St,4,704,"$$Bars, American (New)",Midtown West,45
Black Iron Burger,https://www.yelp.com/biz/black-iron-burger-new-york-8,(646) 476-3116,245 W 38th St,4,962,"$$Burgers, American (New), Beer Bar",Midtown West,46
Culture Espresso,https://www.yelp.com/biz/culture-espresso-new-york,(212) 302-0200,72 W 38th St,4,939,$$Coffee & Tea,Midtown West,47
Parker & Quinn,https://www.yelp.com/biz/parker-and-quinn-new-york,(212) 729-0277,64 W 39th St,4,1354,"$$American (New), Bars, Breakfast & Brunch",Midtown West,48
Patiala Indian Grill,https://www.yelp.com/biz/patiala-indian-grill-new-york,(212) 564-8255,371 W 34th St,4,336,$$Indian,Chelsea,49
Schmackary’s,https://www.yelp.com/biz/schmackarys-new-york,(646) 801-9866,362 W 45th St,4,2018,"$Desserts, Bakeries, Coffee & Tea",Midtown West,50
Mason Jar NYC,https://www.yelp.com/adredir?ad_business_id=qjzkDnjT2sIa_8-uYaMYoA&campaign_id=g7B3t9n5gNQFTLBAVx1EEg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmason-jar-nyc-new-york&request_id=ad449859e654ada7&signature=7d7782435588da44e3979fedbdea09d453f8ef2d74b414e129bfd4146c53e549&slot=0,(212) 213-3587,43 E 30th St,3.5,432,"American (Traditional), Bars",Midtown East,
Nespresso Boutique at Macy’s,https://www.yelp.com/adredir?ad_business_id=jhuueCartwhFmYXq0qYRWw&campaign_id=436cpMjQt-Fs-6hAm-Z4EA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnespresso-boutique-at-macys-new-york&request_id=0df5e06cb463ae0f&signature=4498b1d097f4cb6438d80d8a9133437d55ff4b589d6b7bccc9ed1a437b27518a&slot=0,(800) 562-1465,151 W 34th St,3.5,37,"Cafes, Coffee Roasteries, Coffee & Tea",Midtown West,
Starbucks,https://www.yelp.com/adredir?ad_business_id=gMkHpBM00f_qxZ8TKYcVqQ&campaign_id=CA_9NwLdmJWd3bZku1VQGA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-new-york-573&request_id=0df5e06cb463ae0f&signature=d1ae9fd392579adca0b3ca90c79433259c582aa07e0a84d8c970f62aa5118618&slot=1,(646) 477-8909,Pennsylvania Station,,Coffee & Tea,,Midtown West,
Tony’s Di Napoli,https://www.yelp.com/biz/tonys-di-napoli-new-york-4,(212) 221-0100,Located in Casablanca Hotel,4,2101,$$Italian,Located in Casablanca Hotel,51
Red Poke,https://www.yelp.com/biz/red-poke-new-york-2,(212) 974-8100,600 9th Ave,4.5,552,"$$Poke, Korean, Japanese",Midtown West,52
Asuka Sushi,https://www.yelp.com/biz/asuka-sushi-new-york,(212) 727-0888,300 W 23rd St,4,959,"$$Japanese, Thai, Cocktail Bars",Chelsea,53
ilili,https://www.yelp.com/biz/ilili-new-york-2,(212) 683-2929,236 5th Ave,4,2418,"$$$Mediterranean, Lebanese, Cocktail Bars",Flatiron,54
Trademark Taste + Grind,https://www.yelp.com/biz/trademark-taste-grind-new-york-2,(646) 858-2320,38 W 36th St,4.5,647,"$$Venues & Event Spaces, Breakfast & Brunch, American (Traditional)",Midtown West,55
Vessel,https://www.yelp.com/biz/vessel-new-york-3,(646) 954-3100,Located in The Shops & Restaurants at Hudson Yards,4.5,354,Landmarks & Historical Buildings,Located in The Shops & Restaurants at Hudson Yards,56
Five Senses,https://www.yelp.com/biz/five-senses-new-york,(212) 441-0005,9 W 32nd St,4,1442,"$$Korean, Barbeque",Koreatown,57
Friedman’s,https://www.yelp.com/biz/friedmans-new-york-70,(212) 268-1100,450 10th Ave,4,598,"$$Breakfast & Brunch, Gluten-Free, American (New)",Midtown West,58
Cho Dang Gol Korean Restaurant,https://www.yelp.com/biz/cho-dang-gol-korean-restaurant-new-york,(212) 695-8222,55 W 35th St,4,1118,$$Korean,Midtown West,59
Balade - Your Way,https://www.yelp.com/biz/balade-your-way-new-york-2,(212) 695-6969,144 West 37th St,4.5,359,"$$Lebanese, Mediterranean, Halal",Midtown West,60
Fiddlesticks Pub,https://www.yelp.com/adredir?ad_business_id=h7tlu-BA8XyHQI-7mO0New&campaign_id=-i2KswdNIBcyRHCq5eMW9A&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ffiddlesticks-pub-new-york&request_id=0df5e06cb463ae0f&signature=b343bac2ea0d405143be7d490a41070f6a6554436d870176ecac72a9ba076e4e&slot=0,(212) 463-0516,56 Greenwich Ave,3.5,388,"American (Traditional), Cocktail Bars, Irish Pub",West Village,
Lazy Sundaes - Lower East Side,https://www.yelp.com/adredir?ad_business_id=3aypSFXLfkAL4dhHVFobKg&campaign_id=w447yWFPtYLGxBscrm-8HQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Flazy-sundaes-lower-east-side-new-york&request_id=778499313ee580d6&signature=c3ccf0386d89d8a9925c176cf4294c36d254dc16a76db561996404b7b02a944a&slot=0,Lower East Side,23 Clinton St,4.5,6,"Shaved Ice, Desserts, Bubble Tea",,
Gu Japanese Fusion Sushi & Bar,https://www.yelp.com/adredir?ad_business_id=kCpKwCW49k3ImuI5cK6LSw&campaign_id=IASwOvVHTlqMOwwCqkz3kQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgu-japanese-fusion-sushi-and-bar-new-york&request_id=778499313ee580d6&signature=68c6e7f0ded14e00505298140d2e23820f9d2b2a2c94a58cfdc2608ee5120133&slot=1,(212) 752-1142,155 E 52nd St,4,170,"Bars, Sushi Bars, Japanese",Midtown East,
Seven Grams Caffe,https://www.yelp.com/biz/seven-grams-caffe-new-york-3,(212) 727-1777,275 7th Ave,4.5,438,"$$Coffee & Tea, Bakeries",Chelsea,61
Ootoya Times Square,https://www.yelp.com/biz/ootoya-times-square-new-york-2,(212) 704-0833,141 W 41st St,4,945,"$$Sushi Bars, Hot Pot, Japanese Curry",Theater District,62
Mercato,https://www.yelp.com/biz/mercato-new-york,(212) 643-2000,352 W 39th St,4,891,"$$Italian, Cocktail Bars, Desserts",Midtown West,63
Gyu-Kaku Japanese BBQ,https://www.yelp.com/biz/gyu-kaku-japanese-bbq-new-york-3,(646) 692-9115,321 W 44th St,4,1240,"$$Japanese, Barbeque, Asian Fusion",Midtown West,64
La Maison du Macaron,https://www.yelp.com/biz/la-maison-du-macaron-new-york,(212) 243-2757,132 W 23rd St,4,885,"$$Macarons, Coffee & Tea",Chelsea,65
Cookshop,https://www.yelp.com/biz/cookshop-new-york,(212) 924-4440,156 10th Ave,4,2119,"$$American (New), Breakfast & Brunch, Wine Bars",Chelsea,66
Porteno Restaurant,https://www.yelp.com/biz/porteno-restaurant-new-york,(212) 695-9694,299 10th Ave,4,379,$$$Argentine,Chelsea,67
Farida Central Asian Cuisine & Grill,https://www.yelp.com/biz/farida-central-asian-cuisine-and-grill-new-york-2,(646) 863-2020,498 9th Ave,4,336,"$$Uzbek, Russian, Halal",Midtown West,68
Scarpetta,https://www.yelp.com/biz/scarpetta-new-york,(212) 691-0555,88 Madison Ave,4,1933,$$$Italian,Flatiron,69
The Rag Trader & Bo Peep Cocktail and Highball Store,https://www.yelp.com/biz/the-rag-trader-and-bo-peep-cocktail-and-highball-store-new-york,(917) 261-5495,70 W 36th St,4.5,462,"$$Bars, American (Traditional), Piano Bars",Midtown West,70
Schaller’s Stube Sausage Bar,https://www.yelp.com/adredir?ad_business_id=Q6quwwLiwx_47SRd3tItvA&campaign_id=MhtjUvwMTWHZquhiFuEGEg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fschallers-stube-sausage-bar-new-york&request_id=778499313ee580d6&signature=305d5b63d8e86febcdacab30eebec3d9995857fcd7ee7d374b99d7ed8fab8d14&slot=0,(646) 726-4355,1652 2nd Ave,4,209,"Hot Dogs, Beer Bar, German",Yorkville,
