business_name,business_url,business_phone,business_address,business_rating,business_review_count,business_price_category,business_neighborhood,business_index
Unconventional Diner,https://www.yelp.com/biz/unconventional-diner-washington-3,(202) 847-0122,1207 9th St NW,4.5,1166,"$$American (New), Breakfast & Brunch",Shaw,4
Old Ebbitt Grill,https://www.yelp.com/biz/old-ebbitt-grill-washington,(202) 347-4800,675 15th St NW,4,8513,"$$Bars, American (Traditional), Breakfast & Brunch",,5
Daikaya Ramen Shop,https://www.yelp.com/biz/daikaya-ramen-shop-washington-2,(202) 589-1600,705 6th St NW,4,3147,"$$Ramen, Izakaya, Cocktail Bars",,6
Busboys and Poets - 450K,https://www.yelp.com/biz/busboys-and-poets-450k-washington,(202) 789-2227,450 K St NW,4,2358,"$$American (Traditional), Breakfast & Brunch, Mediterranean",,7
The Pig,https://www.yelp.com/biz/the-pig-washington-2,(202) 290-2821,1320 14th St NW,4,1864,"$$Barbeque, American (New), Whiskey Bars",Logan Circle,8
Reren,https://www.yelp.com/biz/reren-washington,(202) 290-3677,817 7th St NW,4,1901,"$$Ramen, Asian Fusion",Chinatown,9
Barcelona Wine Bar,https://www.yelp.com/biz/barcelona-wine-bar-washington,(202) 588-5500,1622 14th St NW,4,1700,"$$Tapas/Small Plates, Wine Bars, Spanish",Logan Circle,10
The Alibi,https://www.yelp.com/adredir?ad_business_id=8m22ZO0_-qLjLPRrL2zawA&campaign_id=OthkkysBuTQ9-kc92Z0xEg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fthe-alibi-washington&request_id=d1d233373a62316e&signature=18a02904ebf360721bb71c8b38fcb1b63692723633fdd8377336911f38509917&slot=0,(202) 894-6020,237 2nd St NW,4.5,443,"Sandwiches, Barbeque, Pubs",,
Fogo de Chão Brazilian Steakhouse,https://www.yelp.com/adredir?ad_business_id=GlAT_ksg5ftJ87PXwXmoVA&campaign_id=Smd30PfARN1fM7xPgi8leQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ffogo-de-ch%25C3%25A3o-brazilian-steakhouse-washington-8&request_id=759e0ac95cb206ab&signature=9ab1d13d7ae5563c3d0320ef33d170cea42e1f3cfc5a9d01fe9d86f239fc67c7&slot=0,-5216,1101 Pennsylvania Ave NW,4,1858,"Steakhouses, Brazilian",,
Nespresso Boutique,https://www.yelp.com/adredir?ad_business_id=YTTaKQTnIvwjdxyx_qXPjQ&campaign_id=15gk2vYqJyl0Olh2DCmIyA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnespresso-boutique-arlington&request_id=759e0ac95cb206ab&signature=103a2a5dcf66604e5cf57abe5330cb7aabb016dab725c7f24dbaf38da9316ef0&slot=1,(800) 562-1465,100 S Hayes St,4,26,"Cafes, Coffee Roasteries, Coffee & Tea",,
Shouk,https://www.yelp.com/biz/shouk-washington,(202) 945-4747,655 K St NW,4.5,667,"$$Middle Eastern, Vegan, Kosher",,21
Ted’s Bulletin,https://www.yelp.com/biz/teds-bulletin-washington-3,(202) 265-8337,1818 14th St NW,4,1706,"$$Breakfast & Brunch, American (New), Comfort Food",,22
HipCityVeg,https://www.yelp.com/biz/hipcityveg-washington-3,(202) 621-8057,712 7th St NW,4.5,943,"$$Vegetarian, Vegan",,23
La Colombe Coffee,https://www.yelp.com/biz/la-colombe-coffee-washington-2,(202) 289-4850,924 Rear N St NW,4.5,495,$$Coffee & Tea,Shaw,24
Convivial,https://www.yelp.com/biz/convivial-washington,(202) 525-2870,801 O St NW,4,655,"$$French, Bars, Breakfast & Brunch",Shaw,25
Farmers & Distillers,https://www.yelp.com/biz/farmers-and-distillers-washington-2,(202) 464-3001,600 Massachusetts Ave NW,3.5,1840,"$$Breakfast & Brunch, American (Traditional), Distilleries",,26
Estadio,https://www.yelp.com/biz/estadio-washington,(202) 319-1404,1520 14th St NW,4,1162,"$$Spanish, Tapas/Small Plates",Logan Circle,27
Chercher Ethiopian Restaurant & Mart,https://www.yelp.com/biz/chercher-ethiopian-restaurant-and-mart-washington,(202) 299-9703,1334 9th St NW,4.5,442,$$Ethiopian,Shaw,28
Tortino Restaurant,https://www.yelp.com/biz/tortino-restaurant-washington,(202) 312-5570,1228 11th St NW,4,713,$$Italian,Logan Circle,29
Compass Coffee,https://www.yelp.com/biz/compass-coffee-washington,(202) 251-7402,1535 7th St NW,4.5,352,$Coffee & Tea,Shaw,30
Pisco Y Nazca,https://www.yelp.com/adredir?ad_business_id=VlDWu_ftKpLmWoC0x7x1dA&campaign_id=Tv3YvbGO1gU3hujcTKS4gg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpisco-y-nazca-washington&request_id=759e0ac95cb206ab&signature=90edcf500320fc6925ac3f4676cc10c2cd77a5a1333f378ecbec04751f76ddc2&slot=0,(202) 559-3726,1823 L St NW,4.5,841,"Peruvian, Cocktail Bars",Downtown,
Dave & Buster’s,https://www.yelp.com/adredir?ad_business_id=c_w5A6D4KXK8F2WRgBg_Iw&campaign_id=_dbjGBOwq5UeI9ab7kcMxQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fdave-and-busters-capitol-heights-4&request_id=f83de6867ecb11a7&signature=03ae657406b4b23c94033ecc12e84ac3a5302b3400b0ff6f7af2d5226e70f0ce&slot=0,-10810,1851 Ritchie Station Ct,,Sports Bars,,,
Starbucks,https://www.yelp.com/adredir?ad_business_id=Nvp2TsZs7LarDZy8LYlkkQ&campaign_id=MheyS78YWuH2wED_EeAVwA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-washington-109&request_id=f83de6867ecb11a7&signature=9dd25f7cfe89c6c67adbbc41e9dcdde387989f6868078e1df15385324325ac5a&slot=1,(202) 986-3952,2225 Georgia Ave NW,3,24,Coffee & Tea,,
SUNdeVICH,https://www.yelp.com/biz/sundevich-washington,(202) 319-1086,1314 9th St NW,4,568,$$Sandwiches,Shaw,31
Brasserie Beck,https://www.yelp.com/biz/brasserie-beck-washington-3,(202) 408-1717,1101 K St NW,4,1380,"$$$Belgian, Modern European",Downtown,32
Jeni’s Splendid Ice Creams,https://www.yelp.com/biz/jenis-splendid-ice-creams-washington,(202) 621-8625,1925 14th St NW,4.5,486,$$Ice Cream & Frozen Yogurt,U Street Corridor,33
ChurchKey,https://www.yelp.com/biz/churchkey-washington,(202) 567-2576,1337 14th St NW,4,1418,"$$American (New), Lounges",Logan Circle,34
Corduroy,https://www.yelp.com/biz/corduroy-washington-4,(202) 589-0699,1122 9th St NW,4,541,$$$American (New),Downtown,35
Right Proper Brewing Company,https://www.yelp.com/biz/right-proper-brewing-company-washington-2,(202) 607-2337,624 T St NW,4,694,"$$Gastropubs, Breweries",Shaw,36
Pearl Dive Oyster Palace,https://www.yelp.com/biz/pearl-dive-oyster-palace-washington,(202) 319-1612,1612 14th St NW,4,882,"$$Seafood, Breakfast & Brunch",Logan Circle,37
Kinship,https://www.yelp.com/biz/kinship-washington,(202) 737-7700,1015 7th St NW,4.5,422,"$$$$American (New), Desserts, Diners",,38
The Capital Burger,https://www.yelp.com/biz/the-capital-burger-washington-6,(202) 638-0414,1005 7th St NW,4,570,"$$Burgers, American (New), Cocktail Bars",,39
El Sol Restaurant & Tequileria,https://www.yelp.com/biz/el-sol-restaurant-and-tequileria-washington-2,(202) 815-4789,1227 11th St NW,4,534,"$$Mexican, Breakfast & Brunch, Beer Bar",Shaw,40
Gypsy Kitchen,https://www.yelp.com/adredir?ad_business_id=uDeOuGCBMFgGE0c5WjxH1g&campaign_id=P0QDq3BWQNw0mIYhmX47lg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fgypsy-kitchen-washington&request_id=f83de6867ecb11a7&signature=d9b31206e10b08c9f65d7cec2c9a28b174fdb96e2ea96b315d406a2c03132699&slot=0,(202) 894-6015,1825 14th St NW,4.5,75,"Tex-Mex, Mexican",,
Pho Viet USA,https://www.yelp.com/adredir?ad_business_id=iMS7RkOJ-VD76xeFuZCKVg&campaign_id=umI-Xaio_EBNEchlfzP4PA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fpho-viet-usa-washington&request_id=f3ab1cc8e5863532&signature=ee2bc52185a2fea2e83eb92ddbefc1af2a1cb9240411fe330f728734ad018c42&slot=0,(202) 750-6910,3713 New Hampshire Ave NW,4,69,Vietnamese,,
Crispy Chicken & Subs,https://www.yelp.com/adredir?ad_business_id=QSRFFG-BbjZ9qWxw9TFw3A&campaign_id=lgrW_9agRajTiNIDyut7yA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcrispy-chicken-and-subs-washington&request_id=f3ab1cc8e5863532&signature=161b56de70239a839861fcbf9de9a43c2c52b9f09e1446a9d560e41089e53df3&slot=1,(202) 414-7954,3835 Pennsylvania Ave SE,5,1,"Breakfast & Brunch, Sandwiches, Salad",Hillcrest,
KoChix,https://www.yelp.com/biz/kochix-washington,(202) 232-3468,400 Florida Ave NW,4.5,314,"$Korean, Chicken Wings",,41
Birch & Barley,https://www.yelp.com/biz/birch-and-barley-washington,(202) 567-2576,1337 14th St NW,4,1098,"$$American (New), Breakfast & Brunch",Logan Circle,42
Nando’s Peri-Peri,https://www.yelp.com/biz/nandos-peri-peri-washington-9,(202) 898-1225,819 7th St NW,4,1030,"$$Portuguese, South African, Chicken Shop",Chinatown,43
Mandu,https://www.yelp.com/biz/mandu-washington-2,(202) 289-6899,453 K St NW,4,791,"$$Korean, Bars",,44
Momiji,https://www.yelp.com/biz/momiji-washington,(202) 408-8110,505 H St NW,4,1034,"$$Japanese, Sushi Bars, Bars",Chinatown,45
JINYA Ramen Bar,https://www.yelp.com/biz/jinya-ramen-bar-washington-2,(202) 588-8560,1336 14th St NW,4,822,"$$Ramen, Izakaya",Logan Circle,46
"Joe’s Seafood, Prime Steak & Stone Crab",https://www.yelp.com/biz/joes-seafood-prime-steak-and-stone-crab-washington,(202) 489-0140,750 15th St NW,4.5,1462,"$$$Seafood, Steakhouses, Breakfast & Brunch",Downtown,47
Fogo de Chão Brazilian Steakhouse,https://www.yelp.com/biz/fogo-de-ch%C3%A3o-brazilian-steakhouse-washington-8,(202) 347-4668,1101 Pennsylvania Ave NW,4,1858,"$$$Brazilian, Steakhouses",,48
&pizza - U Street,https://www.yelp.com/biz/and-pizza-u-street-washington,(202) 558-7549,1250 U St NW,4,659,"$Pizza, Vegetarian, Vegan",U Street Corridor,49
Commissary,https://www.yelp.com/biz/commissary-washington,(202) 299-0018,1443 P St NW,4,1281,"$$Coffee & Tea, American (New), Breakfast & Brunch",Logan Circle,50
Emissary,https://www.yelp.com/adredir?ad_business_id=UY9o8MliuSz79wYDZIatjg&campaign_id=eGy0xiM2qGyYuPxILy-Mnw&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Femissary-washington-5&request_id=f3ab1cc8e5863532&signature=1498cea01c99bccfc39becae7b6b31fcfe0771f3ebef1b1cada9680a3d49acd9&slot=0,(202) 642-2603,2032 P St NW,4,346,"Bars, Coffee & Tea",Dupont Circle,
Starbucks,https://www.yelp.com/adredir?ad_business_id=Nvp2TsZs7LarDZy8LYlkkQ&campaign_id=CA_9NwLdmJWd3bZku1VQGA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fstarbucks-washington-109&request_id=4bfbbb8337467d5d&signature=5eebf3b72b4adceeac0a45aecaf2a8d42bd020c1ab80bf111dd326774c09d48a&slot=0,(202) 986-3952,2225 Georgia Ave NW,3,24,"Coffee & Tea, Breakfast & Brunch",,
Fogo de Chão Brazilian Steakhouse,https://www.yelp.com/adredir?ad_business_id=GlAT_ksg5ftJ87PXwXmoVA&campaign_id=6-fO24WYiBo58vd3TbLfAA&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ffogo-de-ch%25C3%25A3o-brazilian-steakhouse-washington-8&request_id=4bfbbb8337467d5d&signature=e6fba4dd9c5b1e47c1a8151c04ac11344bdf24e77d368fbc2f7d954efb7dcc46&slot=1,(202) 347-4668,1101 Pennsylvania Ave NW,4,1858,"Steakhouses, Brazilian",,
Daikaya,https://www.yelp.com/biz/daikaya-washington-11,(202) 589-1600,705 6th St NW,4,839,$$Izakaya,,51
9:30 Club,https://www.yelp.com/biz/9-30-club-washington,(202) 265-0930,815 V St NW,4,686,"$$Music Venues, Dance Clubs, Bars",,52
Compass Rose,https://www.yelp.com/biz/compass-rose-washington-3,(202) 506-4765,1346 T St NW,4,707,"$$Cocktail Bars, Middle Eastern, Breakfast & Brunch",,53
Ottoman Taverna,https://www.yelp.com/biz/ottoman-taverna-washington,(202) 847-0389,425 I St NW,4.5,451,"$$Mediterranean, Turkish, Halal",,54
Keren Restaurant,https://www.yelp.com/biz/keren-restaurant-washington,(202) 265-5764,1780 Florida Ave NW,4.5,1121,"$$Coffee & Tea, Eritrean, Sandwiches",,55
Tiger Fork,https://www.yelp.com/biz/tiger-fork-washington,(202) 733-1152,922 N St NW,4,596,"$$Chinese, Hong Kong Style Cafe, Cocktail Bars",Shaw,56
Dolci Gelati,https://www.yelp.com/biz/dolci-gelati-cafe-washington,(202) 518-1287,1420 8th St NW,4.5,208,"$$Gelato, Desserts, Ice Cream & Frozen Yogurt",Shaw,57
Bantam King,https://www.yelp.com/biz/bantam-king-washington,(202) 733-2612,501 G St NW,4,792,"$$Ramen, Chicken Shop",,58
Pi Pizzeria,https://www.yelp.com/biz/pi-pizzeria-washington-3,(202) 393-5484,910 F St NW,4,1706,"$$Pizza, Gluten-Free",,59
National Museum of African American History and Culture,https://www.yelp.com/biz/national-museum-of-african-american-history-and-culture-washington,(844) 750-3012,1400 Constitution Ave NW,4.5,881,Museums,,60
Nespresso Boutique,https://www.yelp.com/adredir?ad_business_id=YTTaKQTnIvwjdxyx_qXPjQ&campaign_id=15gk2vYqJyl0Olh2DCmIyA&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fnespresso-boutique-arlington&request_id=4bfbbb8337467d5d&signature=d9315dcdd6d680dcb3dc08a0db64c631736654d261bce8ec595b0743541bbdf3&slot=0,(800) 562-1465,100 S Hayes St,4,26,"Coffee & Tea, Coffee Roasteries, Cafes",,
Tico DC,https://www.yelp.com/adredir?ad_business_id=40ghBT9wT5vnUZNPhlE5Gg&campaign_id=mjFKwPTVoWjtEbZfy3YO6Q&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ftico-dc-washington-2&request_id=f547f4aadcd6fd1d&signature=23b8ed79b410219c77ebceb0e40ab2ab78c998068525435ac4803ef66808faa1&slot=0,(202) 319-1400,1926 14th St NW,4,970,"Tapas/Small Plates, Latin American, Sushi Bars",U Street Corridor,
Fogo de Chão Brazilian Steakhouse,https://www.yelp.com/adredir?ad_business_id=GlAT_ksg5ftJ87PXwXmoVA&campaign_id=Smd30PfARN1fM7xPgi8leQ&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ffogo-de-ch%25C3%25A3o-brazilian-steakhouse-washington-8&request_id=f547f4aadcd6fd1d&signature=769f924e748447317287f84305dbc16e9ae8ac1b836be2fc2e06085e34155097&slot=1,-5216,1101 Pennsylvania Ave NW,4,1858,"Brazilian, Steakhouses",,
Tico DC,https://www.yelp.com/biz/tico-dc-washington-2,(202) 319-1400,1926 14th St NW,4,970,"$$Tapas/Small Plates, Latin American, Sushi Bars",U Street Corridor,61
Amsterdam Falafelshop,https://www.yelp.com/biz/amsterdam-falafelshop-washington-4,(202) 234-1969,2425 18th St NW,4.5,1911,"$Vegetarian, Middle Eastern, Falafel",Adams Morgan,62
&pizza - E Street,https://www.yelp.com/biz/and-pizza-e-street-washington,(202) 558-7549,1005 E St NW,4.5,998,"$Pizza, Vegetarian, Vegan",,63
Smithsonian National Museum of Natural History,https://www.yelp.com/biz/smithsonian-national-museum-of-natural-history-washington,(202) 633-1000,1000 Constitution Ave NW,4.5,1053,Museums,,64
Boundary Stone,https://www.yelp.com/biz/boundary-stone-washington,(202) 621-6635,116 Rhode Island Ave NW,4,445,"$$American (New), Pubs, Breakfast & Brunch",Bloomingdale,65
Buttercream Bakeshop,https://www.yelp.com/biz/buttercream-bakeshop-washington,(202) 735-0102,1250 9th St NW,4,363,"$$Bakeries, Custom Cakes, Coffee & Tea",Shaw,66
National Gallery of Art,https://www.yelp.com/biz/national-gallery-of-art-washington,(202) 737-4215,6th St & Constitution Ave NW,4.5,678,Art Museums,,67
Haikan,https://www.yelp.com/biz/haikan-washington,(202) 299-1000,805 V St NW,4,463,$$Ramen,,68
Karma Modern Indian,https://www.yelp.com/biz/karma-modern-indian-washington-2,(202) 898-0393,611 I St NW,4.5,295,"$$$Indian, Tapas/Small Plates, Cocktail Bars",Chinatown,69
All-Purpose Shaw,https://www.yelp.com/biz/all-purpose-shaw-washington-2,(202) 849-6174,1250 9th St NW,4,411,"$$Pizza, Italian, Wine Bars",Shaw,70
MMP’s 11:11 Restaurant & Lounge,https://www.yelp.com/adredir?ad_business_id=62_n4iF3hE9gwEAnQzeJ5g&campaign_id=j7wh42PAAldH8YSDQPnUtg&click_origin=search_results&placement=below_search&placement_slot=1&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fmmps-11-11-restaurant-and-lounge-falls-church&request_id=f547f4aadcd6fd1d&signature=5d4930321547e19b0463913bb31422a005b6354f2d0f334974895bd4ad2933cf&slot=0,(571) 766-0407,6633 Arlington Blvd,3.5,8,"Venues & Event Spaces, American (New), Lounges",,
"Fairouz Lounge, Sports Bar & Restaurant",https://www.yelp.com/adredir?ad_business_id=wToePr5zAnT40Ml5drZiyw&campaign_id=6S-W7y74JHPRbcMCJB7KDw&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Ffairouz-lounge-sports-bar-and-restaurant-falls-church&request_id=6d7190bcee994fbf&signature=9af7674c5ad768a082047c53dad80767317863e965184faee95432d2ed3baa2b&slot=0,(703) 663-0283,3815 S George Mason Dr,3.5,27,"Middle Eastern, Hookah Bars, Sports Bars",Skyline,
Cranes Spanish Kaiseki,https://www.yelp.com/adredir?ad_business_id=iZy3tKmUETSp_YxONUcV9Q&campaign_id=phCjzOUghqxjxKvdZJP2ig&click_origin=search_results&placement=above_search&placement_slot=0&redirect_url=https%3A%2F%2Fwww.yelp.com%2Fbiz%2Fcranes-spanish-kaiseki-washington&request_id=6d7190bcee994fbf&signature=db99c7d0d6ea03a844d4e015395ed38b64cc357f34f58e47d90a794fdb4714bd&slot=1,(202) 525-4900,724 9th St NW,4.5,59,"Asian Fusion, Tapas Bars, Lounges",,
Maydan,https://www.yelp.com/biz/maydan-washington-2,,1346 Florida Ave NW,4.5,827,"$$Moroccan, Lebanese",,71
El Rinconcito Cafe,https://www.yelp.com/biz/el-rinconcito-cafe-washington,(202) 789-4110,1129 11th St NW,4,497,"$$Salvadoran, Mexican",Downtown,72
