name,url,phone,address,rating,review_count,neighborhood,price_range,category,region,michelin_star,michelin_guide
liberty bagels midtown,https://www.yelp.com/biz/liberty-bagels-midtown-new-york-3,(212) 279-1124,260 W 35th St,4.5,543,Midtown West,1.0,"['Breakfast & Brunch', 'Bagels', 'Sandwiches']",New York City,0,0
sergimmo salumeria,https://www.yelp.com/biz/sergimmo-salumeria-new-york,(212) 967-4212,456 9th Ave,4,678,Midtown West,2.0,"['Italian', 'Sandwiches']",New York City,0,0
scott's pizza tours,https://www.yelp.com/biz/scotts-pizza-tours-new-york,Serving New York and the Surrounding Area,Serving New York and the Surrounding Area,5,319,,2.0,"['Pizza', 'Food Tours', 'Walking Tours']",New York City,0,0
jongro bbq,https://www.yelp.com/biz/jongro-bbq-new-york-3,(212) 473-2233,22 W 32nd St,4,1989,Koreatown,2.0,"['Korean', 'Barbeque', 'Beer Bar']",New York City,0,0
woorijip,https://www.yelp.com/biz/woorijip-new-york-2,(212) 244-1115,12 W 32nd St,4,2646,Koreatown,1.0,['Korean'],New York City,0,0
kazunori | the original hand roll bar,https://www.yelp.com/biz/kazunori-the-original-hand-roll-bar-new-york-2,(347) 594-5940,15 W 28th St,4.5,962,Flatiron,2.0,"['Sushi Bars', 'Japanese']",New York City,0,0
non solo piada,https://www.yelp.com/biz/non-solo-piada-new-york,(212) 216-0616,302 W 37th St,4.5,346,Midtown West,2.0,"['Italian', 'Breakfast & Brunch', 'Piadina']",New York City,0,0
chef's table at brooklyn fare,https://www.yelp.com/biz/chefs-table-at-brooklyn-fare-new-york,(718) 243-0050,Located in Brooklyn Fare,4.5,534,Located in Brooklyn Fare,4.0,"['Japanese', 'Seafood']",New York City,3,1
stumptown coffee roasters,https://www.yelp.com/biz/stumptown-coffee-roasters-new-york,(855) 711-3385,20 W 29th St,4.5,1397,Flatiron,2.0,"['Coffee & Tea', 'Coffee Roasteries']",New York City,0,0
shake shack,https://www.yelp.com/biz/shake-shack-new-york-9,(646) 435-0135,691 8th Ave,4,3032,Midtown West,2.0,"['Burgers', 'Ice Cream & Frozen Yogurt']",New York City,0,0
tonchin new york,https://www.yelp.com/biz/tonchin-new-york-new-york,(646) 692-9912,13 W 36th St,4.5,1239,Midtown West,2.0,"['Ramen', 'Izakaya']",New York City,0,0
calle dao - bryant park,https://www.yelp.com/biz/calle-dao-bryant-park-new-york,(212) 221-9002,38 W 39th St,4,1787,Midtown West,2.0,"['Cuban', 'Cocktail Bars', 'Breakfast & Brunch']",New York City,0,0
pio pio 8,https://www.yelp.com/biz/pio-pio-8-new-york-5,(212) 459-2929,604 10th Ave,4,2344,Hell's Kitchen,2.0,"['Latin American', 'Peruvian']",New York City,0,0
tavola,https://www.yelp.com/biz/tavola-new-york,(212) 273-1181,488 9th Ave,4,972,Midtown West,2.0,"['Italian', 'Pizza', 'Wine Bars']",New York City,0,0
the nomad restaurant,https://www.yelp.com/biz/the-nomad-restaurant-new-york,(347) 472-5660,1170 Broadway,4,1481,Flatiron,3.0,"['French', 'American (New)', 'Gastropubs']",New York City,1,1
citizens of chelsea,https://www.yelp.com/biz/citizens-of-chelsea-new-york,(646) 649-3079,401 W 25th St,4,743,Chelsea,2.0,"['Coffee & Tea', 'Breakfast & Brunch', 'Australian']",New York City,0,0
pokeworks,https://www.yelp.com/biz/pokeworks-new-york-12,(212) 575-8881,63 W 37th St,4,1736,Midtown West,2.0,"['Sushi Bars', 'Poke', 'Salad']",New York City,0,0
empire state building,https://www.yelp.com/biz/empire-state-building-new-york-2,(212) 736-3100,20 W 34th St,4,2016,Koreatown,,"['Landmarks & Historical Buildings', 'Observatories']",New York City,0,0
jun-men ramen bar,https://www.yelp.com/biz/jun-men-ramen-bar-new-york,(646) 852-6787,249 9th Ave,4,631,Chelsea,2.0,['Ramen'],New York City,0,0
ayza wine & chocolate bar,https://www.yelp.com/biz/ayza-wine-and-chocolate-bar-new-york-6,(212) 714-2992,11 W 31st St,4,1734,Koreatown,2.0,"['Wine Bars', 'Desserts', 'Mediterranean']",New York City,0,0
beyond sushi,https://www.yelp.com/biz/beyond-sushi-new-york-5,(212) 564-0869,134 West 37th St,4.5,507,Midtown West,2.0,"['Vegan', 'Vegetarian', 'Gluten-Free']",New York City,0,0
joe's pizza,https://www.yelp.com/biz/joes-pizza-new-york-148,(646) 559-4878,1435 Broadway,4,1133,Theater District,1.0,['Pizza'],New York City,0,0
capizzi,https://www.yelp.com/biz/capizzi-new-york,(212) 695-6900,547 9th Ave,4,808,Midtown West,2.0,['Pizza'],New York City,0,0
johny's luncheonette,https://www.yelp.com/biz/johnys-luncheonette-new-york,(212) 243-6230,124 W 25th St,4.5,976,Chelsea,1.0,"['Breakfast & Brunch', 'Burgers', 'Sandwiches']",New York City,0,0
bcd tofu house,https://www.yelp.com/biz/bcd-tofu-house-new-york-3,(212) 967-1900,5W 32nd St,4,2047,Koreatown,2.0,['Korean'],New York City,0,0
turntable chicken jazz,https://www.yelp.com/biz/turntable-chicken-jazz-new-york-2,(212) 714-9700,20 W 33rd St,4,2031,Koreatown,2.0,"['Chicken Wings', 'Bars', 'Korean']",New York City,0,0
buddakan,https://www.yelp.com/biz/buddakan-new-york,(212) 989-6699,75 9th Ave,4,4009,Meatpacking District,3.0,"['Chinese', 'Bars', 'Asian Fusion']",New York City,0,0
calle dao - chelsea,https://www.yelp.com/biz/calle-dao-chelsea-new-york,(212) 414-4104,461 W 23rd St,4.5,667,Chelsea,2.0,"['Cuban', 'Chinese', 'Asian Fusion']",New York City,0,0
kame,https://www.yelp.com/biz/kame-new-york-2,(917) 391-8587,330 8th Ave,4.5,417,Chelsea,2.0,"['Ramen', 'Noodles']",New York City,0,0
district tap house,https://www.yelp.com/biz/district-tap-house-new-york,(212) 221-1822,246 W 38th St,4,823,Midtown West,2.0,"['Sports Bars', 'Pubs', 'American (New)']",New York City,0,0
ichiran midtown,https://www.yelp.com/biz/ichiran-midtown-new-york,(212) 465-0701,132 W 31st St,4,835,Midtown West,2.0,"['Ramen', 'Noodles', 'Soup']",New York City,0,0
district social,https://www.yelp.com/biz/district-social-new-york,(212) 994-9599,252 W 37th St,4,704,Midtown West,2.0,"['Bars', 'American (New)']",New York City,0,0
black iron burger,https://www.yelp.com/biz/black-iron-burger-new-york-8,(646) 476-3116,245 W 38th St,4,962,Midtown West,2.0,"['Burgers', 'American (New)', 'Beer Bar']",New York City,0,0
culture espresso,https://www.yelp.com/biz/culture-espresso-new-york,(212) 302-0200,72 W 38th St,4,939,Midtown West,2.0,['Coffee & Tea'],New York City,0,0
parker & quinn,https://www.yelp.com/biz/parker-and-quinn-new-york,(212) 729-0277,64 W 39th St,4,1354,Midtown West,2.0,"['American (New)', 'Bars', 'Breakfast & Brunch']",New York City,0,0
patiala indian grill,https://www.yelp.com/biz/patiala-indian-grill-new-york,(212) 564-8255,371 W 34th St,4,336,Chelsea,2.0,['Indian'],New York City,0,0
schmackary's,https://www.yelp.com/biz/schmackarys-new-york,(646) 801-9866,362 W 45th St,4,2018,Midtown West,1.0,"['Desserts', 'Bakeries', 'Coffee & Tea']",New York City,0,0
tony's di napoli,https://www.yelp.com/biz/tonys-di-napoli-new-york-4,(212) 221-0100,Located in Casablanca Hotel,4,2101,Located in Casablanca Hotel,2.0,['Italian'],New York City,0,0
red poke,https://www.yelp.com/biz/red-poke-new-york-2,(212) 974-8100,600 9th Ave,4.5,552,Midtown West,2.0,"['Poke', 'Korean', 'Japanese']",New York City,0,0
asuka sushi,https://www.yelp.com/biz/asuka-sushi-new-york,(212) 727-0888,300 W 23rd St,4,959,Chelsea,2.0,"['Japanese', 'Thai', 'Cocktail Bars']",New York City,0,0
ilili,https://www.yelp.com/biz/ilili-new-york-2,(212) 683-2929,236 5th Ave,4,2418,Flatiron,3.0,"['Mediterranean', 'Lebanese', 'Cocktail Bars']",New York City,0,0
trademark taste + grind,https://www.yelp.com/biz/trademark-taste-grind-new-york-2,(646) 858-2320,38 W 36th St,4.5,647,Midtown West,2.0,"['Venues & Event Spaces', 'Breakfast & Brunch', 'American (Traditional)']",New York City,0,0
vessel,https://www.yelp.com/biz/vessel-new-york-3,(646) 954-3100,Located in The Shops & Restaurants at Hudson Yards,4.5,354,Located in The Shops & Restaurants at Hudson Yards,,['Landmarks & Historical Buildings'],New York City,0,0
five senses,https://www.yelp.com/biz/five-senses-new-york,(212) 441-0005,9 W 32nd St,4,1442,Koreatown,2.0,"['Korean', 'Barbeque']",New York City,0,0
friedman's,https://www.yelp.com/biz/friedmans-new-york-70,(212) 268-1100,450 10th Ave,4,598,Midtown West,2.0,"['Breakfast & Brunch', 'Gluten-Free', 'American (New)']",New York City,0,0
cho dang gol korean restaurant,https://www.yelp.com/biz/cho-dang-gol-korean-restaurant-new-york,(212) 695-8222,55 W 35th St,4,1118,Midtown West,2.0,['Korean'],New York City,0,0
balade - your way,https://www.yelp.com/biz/balade-your-way-new-york-2,(212) 695-6969,144 West 37th St,4.5,359,Midtown West,2.0,"['Lebanese', 'Mediterranean', 'Halal']",New York City,0,0
seven grams caffe,https://www.yelp.com/biz/seven-grams-caffe-new-york-3,(212) 727-1777,275 7th Ave,4.5,438,Chelsea,2.0,"['Coffee & Tea', 'Bakeries']",New York City,0,0
ootoya times square,https://www.yelp.com/biz/ootoya-times-square-new-york-2,(212) 704-0833,141 W 41st St,4,945,Theater District,2.0,"['Sushi Bars', 'Hot Pot', 'Japanese Curry']",New York City,0,0
mercato,https://www.yelp.com/biz/mercato-new-york,(212) 643-2000,352 W 39th St,4,891,Midtown West,2.0,"['Italian', 'Cocktail Bars', 'Desserts']",New York City,0,1
gyu-kaku japanese bbq,https://www.yelp.com/biz/gyu-kaku-japanese-bbq-new-york-3,(646) 692-9115,321 W 44th St,4,1240,Midtown West,2.0,"['Japanese', 'Barbeque', 'Asian Fusion']",New York City,0,0
la maison du macaron,https://www.yelp.com/biz/la-maison-du-macaron-new-york,(212) 243-2757,132 W 23rd St,4,885,Chelsea,2.0,"['Macarons', 'Coffee & Tea']",New York City,0,0
cookshop,https://www.yelp.com/biz/cookshop-new-york,(212) 924-4440,156 10th Ave,4,2119,Chelsea,2.0,"['American (New)', 'Breakfast & Brunch', 'Wine Bars']",New York City,0,1
porteno restaurant,https://www.yelp.com/biz/porteno-restaurant-new-york,(212) 695-9694,299 10th Ave,4,379,Chelsea,3.0,['Argentine'],New York City,0,0
farida central asian cuisine & grill,https://www.yelp.com/biz/farida-central-asian-cuisine-and-grill-new-york-2,(646) 863-2020,498 9th Ave,4,336,Midtown West,2.0,"['Uzbek', 'Russian', 'Halal']",New York City,0,0
scarpetta,https://www.yelp.com/biz/scarpetta-new-york,(212) 691-0555,88 Madison Ave,4,1933,Flatiron,3.0,['Italian'],New York City,0,0
the rag trader & bo peep cocktail and highball store,https://www.yelp.com/biz/the-rag-trader-and-bo-peep-cocktail-and-highball-store-new-york,(917) 261-5495,70 W 36th St,4.5,462,Midtown West,2.0,"['Bars', 'American (Traditional)', 'Piano Bars']",New York City,0,0
trattoria trecolori,https://www.yelp.com/biz/trattoria-trecolori-new-york,(212) 997-4540,254 West 47th St,4,2353,Theater District,2.0,['Italian'],New York City,0,0
the meatball shop,https://www.yelp.com/biz/the-meatball-shop-new-york-4,(212) 257-4363,200 9th Ave,4,885,Chelsea,2.0,"['Italian', 'Salad', 'American (Traditional)']",New York City,0,0
ocabanon,https://www.yelp.com/biz/ocabanon-new-york,(646) 669-7879,245 W 29th St,4,430,Chelsea,2.0,"['French', 'Wine Bars', 'Tapas Bars']",New York City,0,0
hill country barbecue market,https://www.yelp.com/biz/hill-country-barbecue-market-new-york,(212) 255-4544,30 W 26th St,3.5,2180,Flatiron,2.0,"['Barbeque', 'Southern', 'Bars']",New York City,0,0
the kati roll company,https://www.yelp.com/biz/the-kati-roll-company-new-york-5,(212) 730-4280,49 W 39th St,3.5,1535,Midtown West,1.0,"['Indian', 'Halal']",New York City,0,0
obao,https://www.yelp.com/biz/obao-new-york-3,(212) 245-8880,647 9th Ave,4,2631,Midtown West,2.0,"['Vietnamese', 'Thai', 'Asian Fusion']",New York City,0,0
waldy's wood fired pizza & penne,https://www.yelp.com/biz/waldys-wood-fired-pizza-and-penne-new-york-5,(212) 213-5042,800 6th Ave,4,820,Flatiron,1.0,"['Pizza', 'Italian']",New York City,0,0
billy's bakery,https://www.yelp.com/biz/billys-bakery-new-york,(212) 647-9956,184 9th Ave,3.5,1238,Chelsea,2.0,"['Bakeries', 'Cupcakes', 'Breakfast & Brunch']",New York City,0,0
buena vista restaurant & bar,https://www.yelp.com/biz/buena-vista-restaurant-and-bar-new-york,(212) 388-5040,536 9th Ave,4.5,201,Midtown West,2.0,"['Latin American', 'Seafood', 'American (New)']",New York City,0,0
her name is han,https://www.yelp.com/biz/her-name-is-han-new-york-3,(212) 779-9990,17 E 31st St,4,1248,Midtown East,2.0,"['Korean', 'Breakfast & Brunch', 'Cocktail Bars']",New York City,0,0
il punto ristorante,https://www.yelp.com/biz/il-punto-ristorante-new-york-2,(212) 244-0088,507 9th Ave,4,355,Midtown West,3.0,"['Italian', 'Wine Bars', 'Gluten-Free']",New York City,0,0
city cakes,https://www.yelp.com/biz/city-cakes-new-york,(646) 688-2286,251 W 18th St,4.5,708,Chelsea,2.0,"['Desserts', 'Bakeries', 'Custom Cakes']",New York City,0,0
frisson espresso,https://www.yelp.com/biz/frisson-espresso-new-york,(646) 850-3928,326 W 47th St,4.5,711,Midtown West,1.0,"['Coffee & Tea', 'Cafes']",New York City,0,0
frames bowling lounge,https://www.yelp.com/biz/frames-bowling-lounge-new-york,(212) 268-6909,550 9th Ave,4,864,Midtown West,2.0,"['Bowling', 'Lounges', 'Karaoke']",New York City,0,0
dafni greek taverna,https://www.yelp.com/biz/dafni-greek-taverna-new-york,(212) 315-1010,325 West 42nd St,4,946,Midtown West,2.0,"['Greek', 'Wine Bars']",New York City,0,0
old country coffee,https://www.yelp.com/biz/old-country-coffee-new-york,(646) 861-2171,455 W 34th St,4.5,214,Chelsea,1.0,"['Coffee & Tea', 'Bagels', 'Sandwiches']",New York City,0,0
vlife,https://www.yelp.com/biz/vlife-new-york-2,(212) 760-1900,348 7th Ave,4,358,Chelsea,2.0,"['Vegan', 'Vegetarian', 'Juice Bars & Smoothies']",New York City,0,0
lions & tigers & squares detroit pizza,https://www.yelp.com/biz/lions-and-tigers-and-squares-detroit-pizza-new-york,(917) 261-6772,268 W 23rd St,4,452,Chelsea,1.0,['Pizza'],New York City,0,0
india kitchen,https://www.yelp.com/biz/india-kitchen-new-york,(212) 244-6342,493 9th Ave,4,304,Midtown West,2.0,['Indian'],New York City,0,0
boqueria west 40th st,https://www.yelp.com/biz/boqueria-west-40th-st-new-york,(212) 255-6047,260 W 40th St,4,424,Midtown West,2.0,"['Tapas/Small Plates', 'Spanish', 'Tapas Bars']",New York City,0,0
abiko curry,https://www.yelp.com/biz/abiko-curry-new-york-2,(212) 695-0888,2 W 32nd St,4,812,Koreatown,2.0,"['Japanese Curry', 'Noodles', 'Beer Bar']",New York City,0,0
excellent dumpling house,https://www.yelp.com/biz/excellent-dumpling-house-new-york-3,(212) 989-8885,165 W 23rd St,4,639,Chelsea,2.0,"['Dim Sum', 'Shanghainese']",New York City,0,0
gallow green,https://www.yelp.com/biz/gallow-green-new-york,(212) 564-1662,542 W 27th St,3.5,818,Chelsea,3.0,"['Cocktail Bars', 'American (New)', 'Breakfast & Brunch']",New York City,0,0
&pizza - nomad,https://www.yelp.com/biz/and-pizza-nomad-new-york-2,(202) 558-7549,15 W 28th St,4.5,444,Flatiron,2.0,"['Pizza', 'Vegan', 'Vegetarian']",New York City,0,0
thai select,https://www.yelp.com/biz/thai-select-new-york,(212) 695-9920,472 9th Ave,3.5,602,Midtown West,2.0,['Thai'],New York City,0,0
krispy kreme,https://www.yelp.com/biz/krispy-kreme-new-york-4,(212) 695-0428,2 Penn Plz,4,281,Midtown West,1.0,"['Donuts', 'Coffee & Tea']",New York City,0,0
little pie company,https://www.yelp.com/biz/little-pie-company-new-york,(877) 872-7437,424 W 43rd St,4,708,Midtown West,2.0,"['Bakeries', 'Desserts']",New York City,0,0
ai fiori,https://www.yelp.com/biz/ai-fiori-new-york,(212) 613-8660,400 5th Ave,4,1262,Midtown West,4.0,"['Italian', 'French', 'Cocktail Bars']",New York City,1,1
madman espresso,https://www.yelp.com/biz/madman-espresso-new-york-4,(212) 564-7505,234 W 35th St,4,274,Midtown West,2.0,"['Coffee & Tea', 'Bakeries']",New York City,0,0
l'adresse,https://www.yelp.com/biz/l-adresse-new-york,(212) 221-2510,1065 Ave Of The Americas,4,642,Theater District,2.0,"['American (New)', 'Breakfast & Brunch', 'Desserts']",New York City,0,0
shorty's,https://www.yelp.com/biz/shortys-new-york,(212) 967-3055,576 9th Ave,4,696,Midtown West,2.0,"['Bars', 'Cheesesteaks', 'Salad']",New York City,0,0
ovest pizzoteca by luzzo's,https://www.yelp.com/biz/ovest-pizzoteca-by-luzzos-new-york,(212) 967-4392,513 W 27th St,4,535,Chelsea,2.0,"['Pizza', 'Italian', 'Cocktail Bars']",New York City,0,0
pennsylvania 6 nyc,https://www.yelp.com/biz/pennsylvania-6-nyc-new-york,(212) 727-3666,132 W 31st St,4,506,Midtown West,2.0,"['American (New)', 'Breakfast & Brunch', 'Gluten-Free']",New York City,0,0
the lobster place,https://www.yelp.com/biz/the-lobster-place-new-york-2,(212) 255-5672,75 9th Ave,4,1326,Meatpacking District,2.0,"['Seafood Markets', 'Seafood']",New York City,0,0
osamil,https://www.yelp.com/biz/osamil-new-york,(212) 300-4713,5 West 31st St,4.5,430,Koreatown,2.0,"['Korean', 'Gastropubs', 'Tapas/Small Plates']",New York City,0,0
juicology kitchen,https://www.yelp.com/biz/juicology-kitchen-new-york,(646) 484-6550,115 West 30th St,4.5,246,Midtown West,2.0,"['Salad', 'Juice Bars & Smoothies', 'Sandwiches']",New York City,0,0
death ave,https://www.yelp.com/biz/death-ave-new-york-5,(212) 695-8080,315 10th Ave,4,589,Chelsea,2.0,"['Greek', 'American (New)', 'Gastropubs']",New York City,0,0
angelina bakery,https://www.yelp.com/biz/angelina-bakery-new-york,(212) 687-7100,575 8th Ave,4.5,193,Midtown West,2.0,"['Bakeries', 'Desserts', 'Donuts']",New York City,0,0
stout nyc,https://www.yelp.com/biz/stout-nyc-new-york,(212) 629-6191,133 W 33rd St,3.5,941,Midtown West,2.0,"['Irish', 'Sports Bars']",New York City,0,0
chick-fil-a,https://www.yelp.com/biz/chick-fil-a-new-york-6,(212) 704-9920,1000 Avenue Of The Americas,4,584,Midtown West,1.0,['Fast Food'],New York City,0,0
miss korea bbq,https://www.yelp.com/biz/miss-korea-bbq-new-york,(212) 594-4963,10 W 32nd St,3.5,1802,Koreatown,2.0,"['Korean', 'Barbeque']",New York City,0,0
pocha 32,https://www.yelp.com/biz/pocha-32-new-york,(212) 279-1876,15 W 32nd St,3.5,1499,Koreatown,2.0,"['Korean', 'Barbeque', 'Noodles']",New York City,0,0
kobeyaki,https://www.yelp.com/biz/kobeyaki-new-york-2,(212) 242-5500,293 7th Ave,4,540,Chelsea,2.0,"['Japanese', 'Sushi Bars', 'Burgers']",New York City,0,0
yoon haeundae galbi,https://www.yelp.com/biz/yoon-haeundae-galbi-new-york-2,(212) 244-5345,8 W 36th St,4.5,465,Midtown West,3.0,"['Korean', 'Barbeque', 'Steakhouses']",New York City,0,0
oscar wilde,https://www.yelp.com/biz/oscar-wilde-new-york-2,(212) 213-3066,45 W 27th St,4,694,Flatiron,2.0,"['Cocktail Bars', 'American (New)', 'Gastropubs']",New York City,0,0
the picnic basket,https://www.yelp.com/biz/the-picnic-basket-new-york,(212) 382-2627,65 W 37th St,4,445,Midtown West,2.0,"['Cafes', 'Sandwiches', 'Breakfast & Brunch']",New York City,0,0
the breslin,https://www.yelp.com/biz/the-breslin-new-york-5,(212) 679-1939,16 W 29th St,3.5,1576,Flatiron,3.0,['Gastropubs'],New York City,0,1
5 napkin burger hell's kitchen,https://www.yelp.com/biz/5-napkin-burger-new-york,(212) 757-2277,630 9th Ave,3.5,2085,Midtown West,2.0,['Burgers'],New York City,0,0
dim sum palace,https://www.yelp.com/biz/dim-sum-palace-new-york-8,(646) 861-1910,334 W 46th St,4,1279,Midtown West,2.0,"['Dim Sum', 'Cantonese']",New York City,0,0
ramini espresso bar & cafe,https://www.yelp.com/biz/ramini-espresso-bar-and-cafe-new-york,(917) 704-4679,265 W 37th St,4.5,176,Midtown West,1.0,"['Coffee & Tea', 'Cafes']",New York City,0,0
gaonnuri,https://www.yelp.com/biz/gaonnuri-new-york-3,(212) 971-9045,1250 Broadway,3.5,819,Koreatown,3.0,"['Korean', 'Barbeque', 'Cocktail Bars']",New York City,0,0
patzeria perfect pizza,https://www.yelp.com/biz/patzeria-perfect-pizza-new-york,(212) 575-7646,231 W 46th St,4,1611,Theater District,1.0,"['Pizza', 'Italian', 'Breakfast & Brunch']",New York City,0,0
hangawi,https://www.yelp.com/biz/hangawi-new-york,(212) 213-0077,12 E 32nd St,4,1176,Midtown East,3.0,"['Vegetarian', 'Korean', 'Vegan']",New York City,0,1
tír na nóg,https://www.yelp.com/biz/t%C3%ADr-na-n%C3%B3g-new-york-12,(212) 760-0072,315 W 39th St,4,379,Midtown West,2.0,"['American (New)', 'Irish Pub', 'Venues & Event Spaces']",New York City,0,0
momoya,https://www.yelp.com/biz/momoya-new-york,(212) 989-4466,185 7th Ave,4,665,Chelsea,2.0,"['Sushi Bars', 'Japanese', 'Salad']",New York City,0,0
burger & lobster - bryant park,https://www.yelp.com/biz/burger-and-lobster-bryant-park-new-york-2,(917) 565-9044,132 W 43rd St,4,1019,Theater District,2.0,"['Seafood', 'Burgers']",New York City,0,0
marseille,https://www.yelp.com/biz/marseille-new-york,(212) 333-2323,630 9th Ave,4,911,Midtown West,3.0,"['French', 'Mediterranean', 'Brasseries']",New York City,0,0
samwon garden korean bbq,https://www.yelp.com/biz/samwon-garden-korean-bbq-new-york,(212) 695-3131,37 W 32nd St,4,469,Koreatown,3.0,"['Korean', 'Barbeque']",New York City,0,0
pepe giallo,https://www.yelp.com/biz/pepe-giallo-new-york,(212) 242-6055,195 10th Ave,4,657,Chelsea,2.0,['Italian'],New York City,0,0
aureole at home,https://www.yelp.com/biz/aureole-at-home-new-york,(212) 319-1660,135 W 42nd St,4,895,Theater District,3.0,['American (New)'],New York City,0,0
havana central,https://www.yelp.com/biz/havana-central-new-york-6,(929) 314-1741,151 W 46th St,4,2340,Theater District,2.0,"['Cuban', 'Latin American']",New York City,0,0
food gallery 32,https://www.yelp.com/biz/food-gallery-32-new-york,(212) 967-1678,11 W 32nd St,4,829,Koreatown,1.0,['Food Court'],New York City,0,0
snax spot,https://www.yelp.com/biz/snax-spot-new-york,(917) 475-1516,534 9th Ave,4.5,209,Midtown West,2.0,"['Burgers', 'Fast Food']",New York City,0,0
los mariscos,https://www.yelp.com/biz/los-mariscos-new-york,(212) 920-4986,409 W 15th St,4.5,608,Meatpacking District,1.0,"['Seafood', 'Tacos']",New York City,0,0
hold fast kitchen and spirits,https://www.yelp.com/biz/hold-fast-kitchen-and-spirits-new-york,(917) 261-6691,364 W 46th St,5,359,Midtown West,2.0,"['Cocktail Bars', 'Tapas/Small Plates']",New York City,0,0
the smith,https://www.yelp.com/biz/the-smith-new-york-7,(212) 685-4500,1150 Broadway,4,1013,Flatiron,2.0,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",New York City,0,0
chirp,https://www.yelp.com/biz/chirp-new-york-3,(646) 858-1788,369 W 34th St,4.5,120,Midtown West,2.0,"['Peruvian', 'Latin American', 'Fast Food']",New York City,0,0
new wonjo restaurant,https://www.yelp.com/biz/new-wonjo-restaurant-new-york,(212) 695-5815,23 W 32nd St,3.5,1362,Koreatown,2.0,"['Korean', 'Barbeque', 'Noodles']",New York City,0,0
blue maiz,https://www.yelp.com/biz/blue-maiz-new-york,(212) 704-2106,606 8th Ave,4.5,248,Midtown West,1.0,['Mexican'],New York City,0,0
very fresh noodles,https://www.yelp.com/biz/very-fresh-noodles-new-york,(312) 965-5213,409 W 15th St,4.5,1018,Meatpacking District,2.0,"['Taiwanese', 'Chinese', 'Noodles']",New York City,0,0
sweet churros,https://www.yelp.com/biz/sweet-churros-new-york-2,(917) 847-1878,Located in Food Gallery 32,4,447,Located in Food Gallery 32,1.0,"['Coffee & Tea', 'Desserts', 'Ice Cream & Frozen Yogurt']",New York City,0,0
del posto,https://www.yelp.com/biz/del-posto-new-york,(212) 497-8090,85 10th Ave,4,1433,Meatpacking District,4.0,['Italian'],New York City,1,1
haymaker bar and kitchen,https://www.yelp.com/biz/haymaker-bar-and-kitchen-new-york,(646) 429-8237,252 W 29th St,4,340,Chelsea,2.0,"['Gastropubs', 'Beer Bar', 'Breakfast & Brunch']",New York City,0,0
izakaya nomad,https://www.yelp.com/biz/izakaya-nomad-new-york,(212) 213-6258,13 W 26th St,4,679,Flatiron,2.0,"['Gastropubs', 'Izakaya', 'Bars']",New York City,0,0
green symphony,https://www.yelp.com/biz/green-symphony-new-york,(212) 391-4747,255 W 43rd St,4,466,Midtown West,1.0,"['Vegetarian', 'Salad', 'Juice Bars & Smoothies']",New York City,0,0
