name,url,phone,address,rating,review_count,neighborhood,price_range,category,region,michelin_star,michelin_guide
wildberry pancakes and cafe,https://www.yelp.com/biz/wildberry-pancakes-and-cafe-schaumburg-2,(847) 517-4000,1383 N Meacham Rd,4.5,1665,,2.0,"['Pancakes', 'Waffles', 'Cafes']",Chicago,0,0
chodang tofu village,https://www.yelp.com/biz/chodang-tofu-village-mount-prospect,(847) 956-8638,1719 W Algonquin Rd,4.5,267,,2.0,['Korean'],Chicago,0,0
tata's pierogi,https://www.yelp.com/biz/tatas-pierogi-elk-grove-village,(847) 264-8944,570 E Devon Ave,4.5,187,,1.0,"['Polish', 'Comfort Food', 'Soup']",Chicago,0,0
cooper's hawk winery & restaurant - arlington heights,https://www.yelp.com/biz/coopers-hawk-winery-and-restaurant-arlington-heights-arlington-heights,(847) 981-0900,798 W Algonquin Rd,4.0,715,,2.0,"['Wine Bars', 'Wine Tasting Room', 'American (New)']",Chicago,0,0
kurumaya japanese kitchen,https://www.yelp.com/biz/kurumaya-japanese-kitchen-elk-grove-village,(847) 437-2222,1201 E Higgins Rd,4.0,199,,2.0,"['Japanese', 'Sushi Bars']",Chicago,0,0
chef ping,https://www.yelp.com/biz/chef-ping-rolling-meadows,(847) 981-8888,1755 Algonquin Rd,4.0,964,,2.0,['Chinese'],Chicago,0,0
mazmez middle eastern grill,https://www.yelp.com/biz/mazmez-middle-eastern-grill-elk-grove-village,(847) 262-7977,642 Meacham Rd,4.5,204,,1.0,"['Mediterranean', 'Middle Eastern', 'Halal']",Chicago,0,0
releaf,https://www.yelp.com/biz/releaf-arlington-heights-3,(847) 228-5435,100 E Algonquin Rd,4.5,156,,1.0,"['Ice Cream & Frozen Yogurt', 'Coffee & Tea', 'Bubble Tea']",Chicago,0,0
johnnie's beef,https://www.yelp.com/biz/johnnies-beef-arlington-heights,(847) 357-8100,1935 S Arlington Heights Rd,4.0,457,,1.0,"['Hot Dogs', 'Shaved Ice']",Chicago,0,0
ej pierogi,https://www.yelp.com/biz/ej-pierogi-elk-grove-village,(847) 258-4854,1700 Oakton St,4.5,141,,1.0,"['Polish', 'Breakfast & Brunch', 'Soup']",Chicago,0,0
rammy's sub contractors,https://www.yelp.com/biz/rammys-sub-contractors-elk-grove-village,(847) 981-7524,1022 E Higgins Rd,4.5,146,,1.0,['Sandwiches'],Chicago,0,0
ttowa,https://www.yelp.com/biz/ttowa-arlington-heights,(847) 749-4493,161 W Wing St,4.5,637,,2.0,"['Korean', 'Seafood']",Chicago,0,0
boston fish market,https://www.yelp.com/biz/boston-fish-market-des-plaines-2,(847) 296-1111,1225 E Forest Ave,4.0,1095,,2.0,"['Seafood', 'Seafood Markets']",Chicago,0,0
shaw's crab house,https://www.yelp.com/biz/shaws-crab-house-schaumburg,(847) 517-2722,1900 E Higgins Rd,3.5,691,,3.0,['Seafood'],Chicago,0,0
los compadres taqueria,https://www.yelp.com/biz/los-compadres-taqueria-mount-prospect-2,(847) 437-4601,1801 W Algonquin Rd,4.5,157,,1.0,['Mexican'],Chicago,0,0
tortas frontera,https://www.yelp.com/biz/tortas-frontera-chicago,(877) 672-7467,Located in Chicago O’Hare International Airport - ORD,4.0,1293,Located in Chicago O’Hare International Airport - ORD,2.0,['Mexican'],Chicago,0,0
kitakata ramen ban nai - hoffman estates,https://www.yelp.com/biz/kitakata-ramen-ban-nai-hoffman-estates-hoffman-estates-3,(847) 744-6425,1129 N Roselle Rd,4.5,541,,2.0,['Ramen'],Chicago,0,0
minghin cuisine,https://www.yelp.com/biz/minghin-cuisine-rolling-meadows,(847) 640-7999,1440 Golf Rd,3.5,457,,2.0,"['Dim Sum', 'Asian Fusion', 'Cantonese']",Chicago,0,0
pastry house hippo,https://www.yelp.com/biz/pastry-house-hippo-arlington-heights,(847) 228-5435,Located in Mitsuwa Marketplace,4.5,119,Located in Mitsuwa Marketplace,1.0,"['Bakeries', 'Patisserie/Cake Shop', 'Donuts']",Chicago,0,0
avanti cafe & sandwich bar,https://www.yelp.com/biz/avanti-cafe-and-sandwich-bar-mount-prospect,(847) 437-6640,1900 S Elmhurst Rd,4.5,211,,1.0,"['Italian', 'Sandwiches']",Chicago,0,0
golden brunch,https://www.yelp.com/biz/golden-brunch-arlington-heights-2,(847) 758-7400,31 E Golf Rd,4.0,247,,2.0,"['Breakfast & Brunch', 'Sandwiches', 'American (Traditional)']",Chicago,0,0
texas de brazil,https://www.yelp.com/biz/texas-de-brazil-schaumburg,(847) 413-1600,5 Woodfield Mall,4.0,780,,3.0,"['Brazilian', 'Steakhouses', 'Venues & Event Spaces']",Chicago,0,0
sozai banzai,https://www.yelp.com/biz/sozai-banzai-arlington-heights,(847) 758-7328,1089 E Golf Rd,4.5,145,,2.0,"['Ramen', 'Sushi Bars', 'Desserts']",Chicago,0,0
kuma's corner - schaumburg,https://www.yelp.com/biz/kumas-corner-schaumburg-schaumburg,(847) 240-1200,1570 E Golf Rd,4.0,1027,,2.0,"['Bars', 'Burgers', 'American (Traditional)']",Chicago,0,0
tokio pub,https://www.yelp.com/biz/tokio-pub-schaumburg-2,(847) 278-5181,1900 E Higgins Rd,3.5,541,,2.0,"['Japanese', 'Lounges', 'Pubs']",Chicago,0,0
brazil express churrasco grill,https://www.yelp.com/biz/brazil-express-churrasco-grill-schaumburg-3,(224) 353-6315,1045 S Roselle Rd,4.5,478,,3.0,"['Brazilian', 'Steakhouses', 'Buffets']",Chicago,0,0
wildfire,https://www.yelp.com/biz/wildfire-schaumburg,(847) 995-0100,1250 E Higgins Rd,4.0,716,,3.0,"['American (Traditional)', 'Steakhouses', 'Seafood']",Chicago,0,0
sushi station,https://www.yelp.com/biz/sushi-station-rolling-meadows,(847) 593-2450,1641 Algonquin Rd,3.5,730,,2.0,"['Sushi Bars', 'Conveyor Belt Sushi']",Chicago,0,0
bisi african restaurant,https://www.yelp.com/biz/bisi-african-restaurant-schaumburg,(847) 466-5425,853 S Roselle,4.5,315,,2.0,['African'],Chicago,0,0
sushi ya,https://www.yelp.com/biz/sushi-ya-schaumburg,(847) 301-7742,261 S Roselle Rd,4.0,629,,2.0,"['Japanese', 'Sushi Bars']",Chicago,0,0
jelly cafe,https://www.yelp.com/biz/jelly-cafe-mount-prospect,(847) 979-8989,1784 W Golf Rd,4.0,364,,2.0,"['Cafes', 'Breakfast & Brunch']",Chicago,0,0
mont blanc,https://www.yelp.com/biz/mont-blanc-arlington-heights,(847) 228-5306,274 E Algonquin Rd,4.5,69,,2.0,"['Bakeries', 'Caterers']",Chicago,0,0
noodle & sushi delight,https://www.yelp.com/biz/noodle-and-sushi-delight-roselle,(630) 307-1010,853 E Nerge Rd,4.5,386,,2.0,"['Chinese', 'Noodles', 'Sushi Bars']",Chicago,0,0
bigby's pour house,https://www.yelp.com/biz/bigbys-pour-house-addison,(630) 773-1050,1700 W Lake St,4.5,332,,2.0,"['Beer Bar', 'Venues & Event Spaces', 'Pizza']",Chicago,0,0
lollipop chicken wings,https://www.yelp.com/biz/lollipop-chicken-wings-mount-prospect-2,(224) 875-7399,1705 W Algonquin Rd,4.0,150,,2.0,"['Chicken Wings', 'Chinese', 'Korean']",Chicago,0,0
portillo's hot dogs,https://www.yelp.com/biz/portillos-hot-dogs-elk-grove-village,(847) 228-6677,1500 Busse Rd,4.0,135,,1.0,"['Hot Dogs', 'Burgers', 'Salad']",Chicago,0,0
all ways catering & deli,https://www.yelp.com/biz/all-ways-catering-and-deli-elk-grove-village,(847) 640-6614,110 Turner Ave,4.5,75,,1.0,['Delis'],Chicago,0,0
qulinarnia,https://www.yelp.com/biz/qulinarnia-mount-prospect,(847) 981-0480,1730 W Golf Rd,4.5,222,,2.0,['Polish'],Chicago,0,0
big bowl,https://www.yelp.com/biz/big-bowl-schaumburg,(847) 517-8881,1950 E Higgins Rd,3.5,568,,2.0,"['Chinese', 'Thai']",Chicago,0,0
tapalpa mexican restaurant,https://www.yelp.com/biz/tapalpa-mexican-restaurant-elk-grove-village,(847) 956-9411,770 S Arlington Heights Rd,4.0,152,,2.0,['Mexican'],Chicago,0,0
la michoacana,https://www.yelp.com/biz/la-michoacana-mount-prospect,(847) 258-5744,1825 W Algonquin Rd,4.5,63,,1.0,"['Ice Cream & Frozen Yogurt', 'Desserts']",Chicago,0,0
bobar,https://www.yelp.com/biz/bobar-elk-grove-village,(773) 744-4284,621 Meacham Rd,4.5,136,,1.0,"['Bubble Tea', 'Juice Bars & Smoothies', 'Waffles']",Chicago,0,0
kusina de manila,https://www.yelp.com/biz/kusina-de-manila-des-plaines,(847) 378-8838,632 W Algonquin Rd,4.5,174,,2.0,['Filipino'],Chicago,0,0
westwood tavern,https://www.yelp.com/biz/westwood-tavern-schaumburg-3,(847) 969-9500,1385 N Meacham Rd,4.0,619,,2.0,"['American (New)', 'Bars']",Chicago,0,0
bubby's beefs and red hots,https://www.yelp.com/biz/bubbys-beefs-and-red-hots-elk-grove-village,(847) 357-0079,1026 E Higgins Rd,4.5,56,,1.0,"['Hot Dogs', 'Burgers', 'Sandwiches']",Chicago,0,0
around cafe,https://www.yelp.com/biz/around-cafe-arlington-heights-2,(224) 248-8625,28 E NW Hwy,4.5,238,,2.0,"['Bubble Tea', 'Coffee & Tea']",Chicago,0,0
good tequila's mexican grill,https://www.yelp.com/biz/good-tequilas-mexican-grill-elk-grove-village,(847) 871-5164,950 Elk Grove Town Ctr,3.5,234,,2.0,['Mexican'],Chicago,0,0
marino's wood fire pizza,https://www.yelp.com/biz/marinos-wood-fire-pizza-elk-grove-village,(847) 352-0090,1041 Rohlwing Rd,4.0,212,,2.0,"['Pizza', 'Italian']",Chicago,0,0
fox & turtle,https://www.yelp.com/biz/fox-and-turtle-itasca,(630) 773-1801,400 E Orchard St,4.0,179,,2.0,"['American (Traditional)', 'Bars']",Chicago,0,0
sake sushi & grill,https://www.yelp.com/biz/sake-sushi-and-grill-schaumburg,(847) 885-5033,697 E Golf Rd,4.0,363,,2.0,['Sushi Bars'],Chicago,0,0
egg harbor cafe,https://www.yelp.com/biz/egg-harbor-cafe-schaumburg-2,(847) 610-3940,1310 American Ln,4.5,261,,2.0,"['Breakfast & Brunch', 'Gluten-Free', 'Sandwiches']",Chicago,0,0
sweet baby ray's barbecue,https://www.yelp.com/biz/sweet-baby-rays-barbecue-elk-grove-village,(847) 437-9555,800 E Higgins Rd,3.0,350,,2.0,"['Barbeque', 'Sports Bars']",Chicago,0,0
bibibop asian grill,https://www.yelp.com/biz/bibibop-asian-grill-schaumburg,(847) 504-6862,1022 N Meacham Rd,4.5,210,,1.0,"['Korean', 'Asian Fusion', 'Salad']",Chicago,0,0
big ange's eatery,https://www.yelp.com/biz/big-anges-eatery-arlington-heights,(224) 248-8644,640 W Northwest Hwy,4.5,380,,2.0,"['Sandwiches', 'Barbeque', 'Burgers']",Chicago,0,0
elio pizza on fire,https://www.yelp.com/biz/elio-pizza-on-fire-addison,(630) 628-0088,520 W Lake St,4.5,314,,2.0,['Pizza'],Chicago,0,0
altthai,https://www.yelp.com/biz/altthai-arlington-heights,(847) 797-8442,40 S Arlington Heights Rd,4.0,506,,2.0,"['Thai', 'Asian Fusion']",Chicago,0,0
nutphree's bakery,https://www.yelp.com/biz/nutphrees-bakery-elk-grove-village,(847) 754-4320,480 Lively Blvd,4.5,47,,2.0,"['Bakeries', 'Cupcakes', 'Desserts']",Chicago,0,0
asian noodle house,https://www.yelp.com/biz/asian-noodle-house-hoffman-estates,(847) 882-9650,844 N Roselle Rd,4.0,485,,1.0,"['Chinese', 'Malaysian', 'Noodles']",Chicago,0,0
maggiano's little italy,https://www.yelp.com/biz/maggianos-little-italy-schaumburg,(847) 240-5600,1901 E Woodfield Rd,3.5,559,,2.0,"['Italian', 'Bars', 'Venues & Event Spaces']",Chicago,0,0
mr kimchi korean bbq,https://www.yelp.com/biz/mr-kimchi-korean-bbq-mount-prospect,(847) 378-8621,1747 W Golf Rd,4.0,195,,2.0,"['Korean', 'Barbeque', 'Hot Pot']",Chicago,0,0
christy's pancake house,https://www.yelp.com/biz/christys-pancake-house-wood-dale,(630) 595-4845,200 E Irving Park Rd,4.5,202,,1.0,"['Breakfast & Brunch', 'American (New)']",Chicago,0,0
la hacienda de roselle,https://www.yelp.com/biz/la-hacienda-de-roselle-roselle,(630) 893-9009,35 W Irving Park Rd,4.5,375,,2.0,"['Mexican', 'Seafood', 'Steakhouses']",Chicago,0,0
coffee haus,https://www.yelp.com/biz/coffee-haus-schaumburg,(847) 755-1233,209 W Golf Rd,4.0,482,,1.0,"['Coffee & Tea', 'Bubble Tea', 'Juice Bars & Smoothies']",Chicago,0,0
oba contemporary japanese,https://www.yelp.com/biz/oba-contemporary-japanese-des-plaines,(847) 228-8810,1285 Elmhurst Rd,4.0,114,,2.0,['Japanese'],Chicago,0,0
salsa 17,https://www.yelp.com/biz/salsa-17-arlington-heights-2,(847) 590-1122,17 W Campbell St,4.0,597,,2.0,"['Mexican', 'Bars', 'Breakfast & Brunch']",Chicago,0,0
krispy kreme,https://www.yelp.com/biz/krispy-kreme-elk-grove-village-2,(847) 472-9500,412 E Devon Ave,3.5,150,,1.0,"['Donuts', 'Coffee & Tea']",Chicago,0,0
u gazdy,https://www.yelp.com/biz/u-gazdy-wood-dale,(630) 694-5840,270 W Irving Park Rd,4.0,199,,2.0,['Polish'],Chicago,0,0
m sushiburrito,https://www.yelp.com/biz/m-sushiburrito-schaumburg-2,(847) 380-0802,1098 S Roselle St,4.5,138,,2.0,"['Japanese', 'Sushi Bars', 'Poke']",Chicago,0,0
fatt mustard cafe,https://www.yelp.com/biz/fatt-mustard-cafe-elk-grove-village-2,(847) 640-1060,586 E Devon Ave,4.0,113,,1.0,"['American (New)', 'Burgers', 'Sandwiches']",Chicago,0,0
busse woods,https://www.yelp.com/biz/busse-woods-elk-grove-village,(800) 870-3666,E Higgins Rd Arlington Heights Rd,4.5,54,,,"['Hiking', 'Parks', 'Fishing']",Chicago,0,0
sgd dubu so gong dong tofu & bbq,https://www.yelp.com/biz/sgd-dubu-so-gong-dong-tofu-and-bbq-schaumburg,(847) 278-1789,687 E Golf Rd,4.5,203,,2.0,"['Korean', 'Barbeque', 'Seafood']",Chicago,0,0
via roma,https://www.yelp.com/biz/via-roma-des-plaines-4,(847) 768-7461,464 E Northwest Hwy,4.5,317,,2.0,['Italian'],Chicago,0,0
teddy's diner,https://www.yelp.com/biz/teddys-diner-elk-grove-village,(847) 534-0511,1065 Rohlwing Rd,4.0,150,,1.0,"['Breakfast & Brunch', 'Creperies']",Chicago,0,0
weber grill restaurant,https://www.yelp.com/biz/weber-grill-restaurant-schaumburg-2,(847) 413-0800,1010 N Meacham Rd,3.5,643,,2.0,"['Barbeque', 'Steakhouses', 'Seafood']",Chicago,0,0
felicia's meat market & deli,https://www.yelp.com/biz/felicias-meat-market-and-deli-elk-grove-village,(847) 985-3557,664 Meacham Rd,4.5,85,,1.0,"['Meat Shops', 'Sandwiches']",Chicago,0,0
ned brown forest preserve,https://www.yelp.com/biz/ned-brown-forest-preserve-elk-grove-village,,E Higgins Rd & Arlington Heights Rd,4.5,45,,,"['Parks', 'Hiking', 'Education']",Chicago,0,0
mago grill & cantina,https://www.yelp.com/biz/mago-grill-and-cantina-arlington-heights-2,(847) 253-2222,Located in Metropolis Performing Arts Centre,4.0,612,Located in Metropolis Performing Arts Centre,2.0,"['Mexican', 'Latin American', 'Bars']",Chicago,0,0
cream bar custom ice cream sandwiches,https://www.yelp.com/biz/cream-bar-custom-ice-cream-sandwiches-schaumburg,(224) 653-8771,601 N Martingale Rd,4.0,187,,1.0,"['Desserts', 'Bakeries', 'Ice Cream & Frozen Yogurt']",Chicago,0,0
burger baron,https://www.yelp.com/biz/burger-baron-arlington-heights,(847) 258-3736,132 E Golf Rd,4.0,164,,1.0,['Burgers'],Chicago,0,0
medieval times dinner & tournament,https://www.yelp.com/biz/medieval-times-dinner-and-tournament-schaumburg,(888) 935-6878,2001 N Roselle Rd,4.0,549,,3.0,"['American (Traditional)', 'Dinner Theater']",Chicago,0,0
bacowka,https://www.yelp.com/biz/bacowka-schaumburg-3,(630) 283-0023,1120 S Roselle Rd,4.5,241,,2.0,['Polish'],Chicago,0,0
wonton gourmet,https://www.yelp.com/biz/wonton-gourmet-des-plaines,(847) 427-1183,1405 S Elmhurst Rd,3.5,275,,2.0,"['Chinese', 'Noodles']",Chicago,0,0
bistro dragon,https://www.yelp.com/biz/bistro-dragon-elk-grove-village,(847) 895-6141,644 Meacham Rd,4.0,183,,2.0,"['Asian Fusion', 'Chinese', 'Sushi Bars']",Chicago,0,0
tous les jours,https://www.yelp.com/biz/tous-les-jours-schaumburg,(847) 610-3992,20 E Golf Rd,4.5,248,,1.0,"['Coffee & Tea', 'Bakeries', 'Desserts']",Chicago,0,0
penang malaysian cuisine,https://www.yelp.com/biz/penang-malaysian-cuisine-arlington-heights,(847) 222-1888,1720 W Algonquin Rd,3.5,346,,2.0,"['Asian Fusion', 'Malaysian', 'Thai']",Chicago,0,0
starbucks,https://www.yelp.com/biz/starbucks-schaumburg-3,(847) 605-0476,601 North Martingale Road,4.0,115,,1.0,['Coffee & Tea'],Chicago,0,0
stonewood ale house,https://www.yelp.com/biz/stonewood-ale-house-schaumburg-2,(847) 805-0202,601 Mall Dr,3.5,426,,2.0,['American (Traditional)'],Chicago,0,0
naxos a greek island restaurant,https://www.yelp.com/biz/naxos-a-greek-island-restaurant-itasca,(847) 250-5410,933 W Irving Park Rd,4.5,138,,2.0,['Greek'],Chicago,0,0
ok burrito,https://www.yelp.com/biz/ok-burrito-elk-grove-village,(847) 758-0570,832 S Arlington Heights Rd,4.0,79,,1.0,['Mexican'],Chicago,0,0
great american bagel,https://www.yelp.com/biz/great-american-bagel-elk-grove-village,(847) 534-0959,617 Meacham Rd,4.0,86,,1.0,['Bagels'],Chicago,0,0
bonefish grill,https://www.yelp.com/biz/bonefish-grill-schaumburg,(773) 696-1211,180 S Roselle Rd,4.0,428,,2.0,['Seafood'],Chicago,0,0
taqueria los laureles,https://www.yelp.com/biz/taqueria-los-laureles-rolling-meadows-2,(847) 398-8177,2212 Algonquin Rd,4.5,105,,1.0,"['Mexican', 'Grocery']",Chicago,0,0
happy elephant thai cuisine,https://www.yelp.com/biz/happy-elephant-thai-cuisine-elk-grove-village-2,(847) 923-9200,1047 Rohlwing Rd,3.5,252,,1.0,['Thai'],Chicago,0,0
carlos & carlos,https://www.yelp.com/biz/carlos-and-carlos-arlington-heights,(847) 259-2600,27 W Campbell St,4.0,378,,2.0,"['Italian', 'Wine Bars']",Chicago,0,0
daddy o's diner of itasca,https://www.yelp.com/biz/daddy-os-diner-of-itasca-itasca,(630) 773-3101,219 N Walnut St,4.0,90,,1.0,"['Diners', 'Breakfast & Brunch', 'Burgers']",Chicago,0,0
donut drop,https://www.yelp.com/biz/donut-drop-schaumburg,(847) 794-8709,835 E Algonquin Rd,4.5,184,,1.0,"['Donuts', 'Coffee & Tea', 'Bagels']",Chicago,0,0
beerhead bar & eatery,https://www.yelp.com/biz/beerhead-bar-and-eatery-schaumburg,(847) 517-8300,888 N Meacham Rd,4.0,280,,2.0,"['Pretzels', 'Beer Bar', 'Pizza']",Chicago,0,0
izakaya sankyu japanese restaurant,https://www.yelp.com/biz/izakaya-sankyu-japanese-restaurant-mount-prospect-2,(847) 228-5539,1176 S Elmhurst Rd,4.0,180,,2.0,"['Sushi Bars', 'Ramen']",Chicago,0,0
chicago prime italian,https://www.yelp.com/biz/chicago-prime-italian-schaumburg-5,(847) 240-1414,700 N Meacham Rd,4.0,347,,3.0,"['Italian', 'Steakhouses', 'Seafood']",Chicago,0,0
mr allison's,https://www.yelp.com/biz/mr-allisons-arlington-heights-2,(847) 228-5870,1711 E Central Rd,4.0,207,,1.0,"['Breakfast & Brunch', 'Diners']",Chicago,0,0
rose garden cafe,https://www.yelp.com/biz/rose-garden-cafe-elk-grove-village,(847) 952-1881,111 E Higgins Rd,3.5,137,,2.0,"['American (Traditional)', 'Diners']",Chicago,0,0
pad thai restaurant,https://www.yelp.com/biz/pad-thai-restaurant-mount-prospect,(847) 472-9000,2310 S Elmhurst Rd,4.0,99,,2.0,['Thai'],Chicago,0,0
topgolf,https://www.yelp.com/biz/topgolf-schaumburg,(847) 656-2122,2050 Progress Pkwy,4.0,493,,2.0,"['Golf', 'Sports Bars', 'American (New)']",Chicago,0,0
bulldog ale house,https://www.yelp.com/biz/bulldog-ale-house-rolling-meadows,(847) 427-1333,1480 Golf Rd,3.5,317,,2.0,"['American (Traditional)', 'Sports Bars', 'Chicken Wings']",Chicago,0,0
asian bistro,https://www.yelp.com/biz/asian-bistro-arlington-heights,(847) 439-5888,65 W Golf Rd,3.5,148,,2.0,"['Chinese', 'Vietnamese']",Chicago,0,0
kura revolving sushi bar,https://www.yelp.com/biz/kura-revolving-sushi-bar-schaumburg,(630) 283-0654,1719 E Golf Rd,3.5,356,,2.0,"['Sushi Bars', 'Conveyor Belt Sushi']",Chicago,0,0
los buenos díaz,https://www.yelp.com/biz/los-buenos-d%C3%ADaz-bensenville,(630) 594-4985,224 W Green St,4.5,128,,2.0,['Mexican'],Chicago,0,0
granite city food & brewery,https://www.yelp.com/biz/granite-city-food-and-brewery-schaumburg,(630) 523-5700,801 Plaza Dr,3.5,464,,2.0,"['American (Traditional)', 'Venues & Event Spaces', 'Brewpubs']",Chicago,0,0
92 town korean bbq,https://www.yelp.com/biz/92-town-korean-bbq-schaumburg-2,(847) 519-1717,243 W Golf Rd,4.0,324,,2.0,['Korean'],Chicago,0,0
gail's carriage inn,https://www.yelp.com/biz/gails-carriage-inn-des-plaines-2,(847) 758-9407,1145 Elmhurst Rd,4.0,168,,2.0,"['Breakfast & Brunch', 'American (Traditional)']",Chicago,0,0
bahama breeze,https://www.yelp.com/biz/bahama-breeze-schaumburg-4,(847) 884-7060,406 E Golf Rd,3.5,576,,2.0,"['Bars', 'Seafood', 'Latin American']",Chicago,0,0
new seoul korean bbq,https://www.yelp.com/biz/new-seoul-korean-bbq-des-plaines,(847) 439-3720,638 W Algonquin Rd,4.0,176,,2.0,"['Korean', 'Barbeque']",Chicago,0,0
yu's mandarin,https://www.yelp.com/biz/yus-mandarin-schaumburg-3,(847) 882-5340,200 E Golf Rd,3.5,915,,2.0,['Chinese'],Chicago,0,0
busse forest elk pasture,https://www.yelp.com/biz/busse-forest-elk-pasture-elk-grove-village,(800) 870-3666,225 N Arlington Heights Rd,4.5,25,,,"['Parks', 'Kids Activities']",Chicago,0,0
spring valley nature sanctuary,https://www.yelp.com/biz/spring-valley-nature-sanctuary-schaumburg,(847) 985-2100,1111 E Schaumburg Rd,5.0,43,,,"['Parks', 'Hiking']",Chicago,0,0
rio's,https://www.yelp.com/biz/rios-addison-2,(630) 773-3370,1600 W Lake St,4.0,255,,2.0,['Latin American'],Chicago,0,0
sabroso burrito,https://www.yelp.com/biz/sabroso-burrito-schaumburg,(847) 884-0498,704 E Higgins Rd,4.0,179,,2.0,['Mexican'],Chicago,0,0
cuisine of india,https://www.yelp.com/biz/cuisine-of-india-mount-prospect,(847) 718-1522,2348 S Elmhurst Rd,4.0,134,,2.0,['Indian'],Chicago,0,0
the cheesecake factory,https://www.yelp.com/biz/the-cheesecake-factory-schaumburg,(847) 619-1090,Located in Woodfield Mall,3.0,584,Located in Woodfield Mall,2.0,"['American (Traditional)', 'Desserts']",Chicago,0,0
gaylord fine indian cuisine,https://www.yelp.com/biz/gaylord-fine-indian-cuisine-schaumburg-2,(847) 619-3300,555 Mall Dr,3.5,345,,2.0,['Indian'],Chicago,0,0
taco maya,https://www.yelp.com/biz/taco-maya-bloomingdale,(847) 466-5544,162 E Lake St,4.5,196,,,['Mexican'],Chicago,0,0
pen thai,https://www.yelp.com/biz/pen-thai-mount-prospect,(847) 956-0509,1652 Algonquin Rd,4.5,48,,,"['Thai', 'Sushi Bars', 'Soup']",Chicago,0,0
fat rosie's taco & tequila bar,https://www.yelp.com/biz/fat-rosies-taco-and-tequila-bar-schaumburg,(847) 807-2850,870 N Meacham,4.0,219,,2.0,['Mexican'],Chicago,0,0
central continental bakery,https://www.yelp.com/biz/central-continental-bakery-mount-prospect-3,(847) 870-9500,101 S Main St,4.0,189,,2.0,"['Bakeries', 'Donuts', 'Custom Cakes']",Chicago,0,0
grande jake's fresh mexican grill,https://www.yelp.com/biz/grande-jakes-fresh-mexican-grill-rolling-meadows,(847) 483-9200,5500 New Wilke Rd,4.0,198,,1.0,['Mexican'],Chicago,0,0
toscana restaurant & lounge,https://www.yelp.com/biz/toscana-restaurant-and-lounge-arlington-heights,(847) 222-1989,1859 W Central Rd,4.0,188,,2.0,"['Italian', 'Salad', 'Sandwiches']",Chicago,0,0
city works - schaumburg,https://www.yelp.com/biz/city-works-schaumburg-schaumburg,(847) 584-2500,1850 E Golf Rd,4.0,170,,2.0,"['Sports Bars', 'American (Traditional)', 'Pubs']",Chicago,0,0
peking express,https://www.yelp.com/biz/peking-express-elk-grove-village,(847) 956-1020,576 E Devon Ave,3.5,77,,1.0,['Chinese'],Chicago,0,0
pure juice café,https://www.yelp.com/biz/pure-juice-caf%C3%A9-arlington-heights-2,(847) 873-0942,24 S Evergreen Ave,4.5,124,,2.0,"['Live/Raw Food', 'Juice Bars & Smoothies', 'Gluten-Free']",Chicago,0,0
jameson's charhouse,https://www.yelp.com/biz/jamesons-charhouse-mount-prospect,(847) 956-1500,1702 W Algonquin Rd,3.5,222,,2.0,"['Steakhouses', 'Seafood', 'American (Traditional)']",Chicago,0,0
