name,url,phone,address,rating,review_count,neighborhood,price_range,category,region,michelin_star,michelin_guide
sundevich,https://www.yelp.com/biz/sundevich-washington,(202) 319-1086,1314 9th St NW,4.0,568,Shaw,2.0,['Sandwiches'],Washington DC,0,0
brasserie beck,https://www.yelp.com/biz/brasserie-beck-washington-3,(202) 408-1717,1101 K St NW,4.0,1380,Downtown,3.0,"['Belgian', 'Modern European']",Washington DC,0,0
jeni's splendid ice creams,https://www.yelp.com/biz/jenis-splendid-ice-creams-washington,(202) 621-8625,1925 14th St NW,4.5,486,U Street Corridor,2.0,['Ice Cream & Frozen Yogurt'],Washington DC,0,0
churchkey,https://www.yelp.com/biz/churchkey-washington,(202) 567-2576,1337 14th St NW,4.0,1418,Logan Circle,2.0,"['American (New)', 'Lounges']",Washington DC,0,0
corduroy,https://www.yelp.com/biz/corduroy-washington-4,(202) 589-0699,1122 9th St NW,4.0,541,Downtown,3.0,['American (New)'],Washington DC,0,0
right proper brewing company,https://www.yelp.com/biz/right-proper-brewing-company-washington-2,(202) 607-2337,624 T St NW,4.0,694,Shaw,2.0,"['Gastropubs', 'Breweries']",Washington DC,0,0
pearl dive oyster palace,https://www.yelp.com/biz/pearl-dive-oyster-palace-washington,(202) 319-1612,1612 14th St NW,4.0,882,Logan Circle,2.0,"['Seafood', 'Breakfast & Brunch']",Washington DC,0,1
kinship,https://www.yelp.com/biz/kinship-washington,(202) 737-7700,1015 7th St NW,4.5,422,,4.0,"['American (New)', 'Desserts', 'Diners']",Washington DC,1,1
the capital burger,https://www.yelp.com/biz/the-capital-burger-washington-6,(202) 638-0414,1005 7th St NW,4.0,570,,2.0,"['Burgers', 'American (New)', 'Cocktail Bars']",Washington DC,0,0
el sol restaurant & tequileria,https://www.yelp.com/biz/el-sol-restaurant-and-tequileria-washington-2,(202) 815-4789,1227 11th St NW,4.0,534,Shaw,2.0,"['Mexican', 'Breakfast & Brunch', 'Beer Bar']",Washington DC,0,0
kochix,https://www.yelp.com/biz/kochix-washington,(202) 232-3468,400 Florida Ave NW,4.5,314,,1.0,"['Korean', 'Chicken Wings']",Washington DC,0,0
birch & barley,https://www.yelp.com/biz/birch-and-barley-washington,(202) 567-2576,1337 14th St NW,4.0,1098,Logan Circle,2.0,"['American (New)', 'Breakfast & Brunch']",Washington DC,0,0
nando's peri-peri,https://www.yelp.com/biz/nandos-peri-peri-washington-9,(202) 898-1225,819 7th St NW,4.0,1030,Chinatown,2.0,"['Portuguese', 'South African', 'Chicken Shop']",Washington DC,0,0
mandu,https://www.yelp.com/biz/mandu-washington-2,(202) 289-6899,453 K St NW,4.0,791,,2.0,"['Korean', 'Bars']",Washington DC,0,0
momiji,https://www.yelp.com/biz/momiji-washington,(202) 408-8110,505 H St NW,4.0,1034,Chinatown,2.0,"['Japanese', 'Sushi Bars', 'Bars']",Washington DC,0,0
jinya ramen bar,https://www.yelp.com/biz/jinya-ramen-bar-washington-2,(202) 588-8560,1336 14th St NW,4.0,822,Logan Circle,2.0,"['Ramen', 'Izakaya']",Washington DC,0,0
"joe's seafood, prime steak & stone crab",https://www.yelp.com/biz/joes-seafood-prime-steak-and-stone-crab-washington,(202) 489-0140,750 15th St NW,4.5,1462,Downtown,3.0,"['Seafood', 'Steakhouses', 'Breakfast & Brunch']",Washington DC,0,0
fogo de chão brazilian steakhouse,https://www.yelp.com/biz/fogo-de-ch%C3%A3o-brazilian-steakhouse-washington-8,(202) 347-4668,1101 Pennsylvania Ave NW,4.0,1858,,3.0,"['Brazilian', 'Steakhouses']",Washington DC,0,0
&pizza - u street,https://www.yelp.com/biz/and-pizza-u-street-washington,(202) 558-7549,1250 U St NW,4.0,659,U Street Corridor,1.0,"['Pizza', 'Vegetarian', 'Vegan']",Washington DC,0,0
commissary,https://www.yelp.com/biz/commissary-washington,(202) 299-0018,1443 P St NW,4.0,1281,Logan Circle,2.0,"['Coffee & Tea', 'American (New)', 'Breakfast & Brunch']",Washington DC,0,0
daikaya,https://www.yelp.com/biz/daikaya-washington-11,(202) 589-1600,705 6th St NW,4.0,839,,2.0,['Izakaya'],Washington DC,0,1
9:30 club,https://www.yelp.com/biz/9-30-club-washington,(202) 265-0930,815 V St NW,4.0,686,,2.0,"['Music Venues', 'Dance Clubs', 'Bars']",Washington DC,0,0
compass rose,https://www.yelp.com/biz/compass-rose-washington-3,(202) 506-4765,1346 T St NW,4.0,707,,2.0,"['Cocktail Bars', 'Middle Eastern', 'Breakfast & Brunch']",Washington DC,0,0
ottoman taverna,https://www.yelp.com/biz/ottoman-taverna-washington,(202) 847-0389,425 I St NW,4.5,451,,2.0,"['Mediterranean', 'Turkish', 'Halal']",Washington DC,0,1
keren restaurant,https://www.yelp.com/biz/keren-restaurant-washington,(202) 265-5764,1780 Florida Ave NW,4.5,1121,,2.0,"['Coffee & Tea', 'Eritrean', 'Sandwiches']",Washington DC,0,1
tiger fork,https://www.yelp.com/biz/tiger-fork-washington,(202) 733-1152,922 N St NW,4.0,596,Shaw,2.0,"['Chinese', 'Hong Kong Style Cafe', 'Cocktail Bars']",Washington DC,0,1
dolci gelati,https://www.yelp.com/biz/dolci-gelati-cafe-washington,(202) 518-1287,1420 8th St NW,4.5,208,Shaw,2.0,"['Gelato', 'Desserts', 'Ice Cream & Frozen Yogurt']",Washington DC,0,0
bantam king,https://www.yelp.com/biz/bantam-king-washington,(202) 733-2612,501 G St NW,4.0,792,,2.0,"['Ramen', 'Chicken Shop']",Washington DC,0,0
pi pizzeria,https://www.yelp.com/biz/pi-pizzeria-washington-3,(202) 393-5484,910 F St NW,4.0,1706,,2.0,"['Pizza', 'Gluten-Free']",Washington DC,0,0
national museum of african american history and culture,https://www.yelp.com/biz/national-museum-of-african-american-history-and-culture-washington,(844) 750-3012,1400 Constitution Ave NW,4.5,881,,,['Museums'],Washington DC,0,0
tico,https://www.yelp.com/biz/tico-dc-washington-2,(202) 319-1400,1926 14th St NW,4.0,970,U Street Corridor,2.0,"['Tapas/Small Plates', 'Latin American', 'Sushi Bars']",Washington DC,0,1
amsterdam falafelshop,https://www.yelp.com/biz/amsterdam-falafelshop-washington-4,(202) 234-1969,2425 18th St NW,4.5,1911,Adams Morgan,1.0,"['Vegetarian', 'Middle Eastern', 'Falafel']",Washington DC,0,0
&pizza - e street,https://www.yelp.com/biz/and-pizza-e-street-washington,(202) 558-7549,1005 E St NW,4.5,998,,1.0,"['Pizza', 'Vegetarian', 'Vegan']",Washington DC,0,0
smithsonian national museum of natural history,https://www.yelp.com/biz/smithsonian-national-museum-of-natural-history-washington,(202) 633-1000,1000 Constitution Ave NW,4.5,1053,,,['Museums'],Washington DC,0,0
boundary stone,https://www.yelp.com/biz/boundary-stone-washington,(202) 621-6635,116 Rhode Island Ave NW,4.0,445,Bloomingdale,2.0,"['American (New)', 'Pubs', 'Breakfast & Brunch']",Washington DC,0,0
buttercream bakeshop,https://www.yelp.com/biz/buttercream-bakeshop-washington,(202) 735-0102,1250 9th St NW,4.0,363,Shaw,2.0,"['Bakeries', 'Custom Cakes', 'Coffee & Tea']",Washington DC,0,0
national gallery of art,https://www.yelp.com/biz/national-gallery-of-art-washington,(202) 737-4215,6th St & Constitution Ave NW,4.5,678,,,['Art Museums'],Washington DC,0,0
haikan,https://www.yelp.com/biz/haikan-washington,(202) 299-1000,805 V St NW,4.0,463,,2.0,['Ramen'],Washington DC,0,0
karma modern indian,https://www.yelp.com/biz/karma-modern-indian-washington-2,(202) 898-0393,611 I St NW,4.5,295,Chinatown,3.0,"['Indian', 'Tapas/Small Plates', 'Cocktail Bars']",Washington DC,0,1
all-purpose shaw,https://www.yelp.com/biz/all-purpose-shaw-washington-2,(202) 849-6174,1250 9th St NW,4.0,411,Shaw,2.0,"['Pizza', 'Italian', 'Wine Bars']",Washington DC,0,1
maydan,https://www.yelp.com/biz/maydan-washington-2,,1346 Florida Ave NW,4.5,827,,2.0,"['Moroccan', 'Lebanese']",Washington DC,1,1
el rinconcito cafe,https://www.yelp.com/biz/el-rinconcito-cafe-washington,(202) 789-4110,1129 11th St NW,4.0,497,Downtown,2.0,"['Salvadoran', 'Mexican']",Washington DC,0,0
bacio pizzeria,https://www.yelp.com/biz/bacio-pizzeria-washington,(202) 232-2246,81 Seaton Pl NW,4.5,295,Bloomingdale,2.0,"['Pizza', 'Italian', 'Ice Cream & Frozen Yogurt']",Washington DC,0,0
espita,https://www.yelp.com/biz/espita-washington-2,(202) 621-9695,1250 9th St NW,4.0,561,Shaw,2.0,"['Mexican', 'Latin American']",Washington DC,0,0
farmbird,https://www.yelp.com/biz/farmbird-washington,(202) 506-6778,625A H St NE,5.0,604,H Street Corridor/Atlas District/Near Northeast,2.0,"['Chicken Shop', 'American (New)', 'American (Traditional)']",Washington DC,0,0
dcity smokehouse,https://www.yelp.com/biz/dcity-smokehouse-washington-4,(202) 733-1919,203 Florida Ave NW,4.0,407,,2.0,"['Barbeque', 'Smokehouse', 'Chicken Wings']",Washington DC,0,0
oyamel,https://www.yelp.com/biz/oyamel-washington-2,(202) 628-1005,401 7th St NW,3.5,2768,Penn Quarter,2.0,"['Mexican', 'Tapas Bars']",Washington DC,0,1
luke's lobster penn quarter,https://www.yelp.com/biz/lukes-lobster-penn-quarter-washington,(202) 347-3355,624 E St NW,4.0,1383,Penn Quarter,2.0,['Seafood'],Washington DC,0,0
cava,https://www.yelp.com/biz/cava-washington-3,(202) 719-0111,707 H St NW,4.5,348,Chinatown,2.0,"['Mediterranean', 'Salad']",Washington DC,0,0
pitango gelato,https://www.yelp.com/biz/pitango-gelato-washington-2,(202) 885-9607,413 7th St NW,4.5,880,Penn Quarter,2.0,"['Coffee & Tea', 'Ice Cream & Frozen Yogurt', 'Gelato']",Washington DC,0,0
nuvegan café,https://www.yelp.com/biz/nuvegan-caf%C3%A9-washington-2,(202) 232-1700,2928 Georgia Ave NW,4.5,1157,Park View,2.0,"['Soul Food', 'Breakfast & Brunch']",Washington DC,0,0
habesha market and carry-out,https://www.yelp.com/biz/habesha-market-and-carry-out-washington,(202) 232-1919,1919 9th St NW,4.5,266,Shaw,1.0,"['Ethiopian', 'American (Traditional)']",Washington DC,0,0
cuba libre restaurant & rum bar,https://www.yelp.com/biz/cuba-libre-restaurant-and-rum-bar-washington-2,(202) 408-1600,801 9th St NW,3.5,1640,,2.0,"['Cuban', 'Caribbean', 'Music Venues']",Washington DC,0,0
the hamilton,https://www.yelp.com/biz/the-hamilton-washington,(202) 787-1000,600 14th St NW,4.0,2535,,2.0,"['Seafood', 'American (New)', 'Music Venues']",Washington DC,0,0
the smith,https://www.yelp.com/biz/the-smith-washington-2,(202) 868-4900,901 F St NW,4.0,935,Penn Quarter,2.0,"['American (New)', 'Breakfast & Brunch', 'Cocktail Bars']",Washington DC,0,0
supra,https://www.yelp.com/biz/supra-washington-2,(202) 789-1205,1205 11th St NW,4.0,450,Shaw,2.0,"['Bars', 'Georgian']",Washington DC,0,1
barmini by josé andrés,https://www.yelp.com/biz/barmini-by-jos%C3%A9-andr%C3%A9s-washington-4,(202) 393-4451,501 9th St NW,4.5,418,Penn Quarter,3.0,"['American (New)', 'Cocktail Bars']",Washington DC,0,0
indigo,https://www.yelp.com/biz/indigo-washington-3,(202) 544-4777,243 K St NE,4.5,867,H Street Corridor/Atlas District/Near Northeast,2.0,['Indian'],Washington DC,0,1
the passenger,https://www.yelp.com/biz/the-passenger-washington,(202) 853-3588,1539 7th St NW,4.0,407,Shaw,2.0,"['Bars', 'American (New)']",Washington DC,0,0
clyde's of gallery place,https://www.yelp.com/biz/clydes-of-gallery-place-washington-5,(202) 349-3700,Located in Gallery Place,3.5,1320,Located in Gallery Place,2.0,"['American (Traditional)', 'Bars', 'Seafood']",Washington DC,0,0
logan tavern,https://www.yelp.com/biz/logan-tavern-washington,(202) 332-3710,1423 P St NW,4.0,876,Logan Circle,2.0,"['American (New)', 'Sports Bars', 'American (Traditional)']",Washington DC,0,0
jaleo,https://www.yelp.com/biz/jaleo-washington-2,(202) 628-7949,480 7th St NW,3.5,1978,Penn Quarter,3.0,"['Spanish', 'Tapas Bars']",Washington DC,0,1
halfsmoke,https://www.yelp.com/biz/halfsmoke-washington,(202) 986-2079,651 Florida Ave NW,3.5,967,,2.0,"['American (New)', 'Bars', 'Breakfast & Brunch']",Washington DC,0,0
komi,https://www.yelp.com/biz/komi-washington,(202) 332-9200,1509 17th St NW,4.5,739,Dupont Circle,4.0,['Greek'],Washington DC,1,1
circa at chinatown,https://www.yelp.com/biz/circa-at-chinatown-washington,(202) 628-7777,781 7th St NW,4.5,279,Chinatown,2.0,['American (New)'],Washington DC,0,0
the wydown coffee bar,https://www.yelp.com/biz/the-wydown-coffee-bar-washington,(202) 507-8411,1924 14th St NW,4.5,367,U Street Corridor,2.0,"['Coffee & Tea', 'Bakeries']",Washington DC,0,0
tabard inn restaurant,https://www.yelp.com/biz/tabard-inn-restaurant-washington-2,(202) 331-8528,1739 N St NW,4.0,1656,Dupont Circle,2.0,"['American (Traditional)', 'Breakfast & Brunch']",Washington DC,0,0
the pub & the people,https://www.yelp.com/biz/the-pub-and-the-people-washington,(202) 234-1800,1648 N Capitol St NW,4.0,277,Bloomingdale,2.0,"['American (New)', 'Pubs']",Washington DC,0,0
duke's grocery,https://www.yelp.com/biz/dukes-grocery-washington,(202) 733-5623,1513 17th St NW,4.0,1139,Dupont Circle,2.0,"['Pubs', 'Breakfast & Brunch', 'Beer Bar']",Washington DC,0,0
spice 6 modern indian,https://www.yelp.com/biz/spice-6-modern-indian-washington,(202) 847-0508,740 6th St NW,4.5,308,Chinatown,2.0,['Indian'],Washington DC,0,0
ice cream jubilee,https://www.yelp.com/biz/ice-cream-jubilee-washington-4,(202) 299-9042,1407 T St NW,4.5,301,U Street Corridor,2.0,['Ice Cream & Frozen Yogurt'],Washington DC,0,0
bresca,https://www.yelp.com/biz/bresca-washington,(202) 518-7926,1906 14th St NW,4.5,296,U Street Corridor,3.0,['American (New)'],Washington DC,1,1
nellie's sports bar,https://www.yelp.com/biz/nellies-sports-bar-washington,(202) 332-6355,900 U St NW,4.0,538,,2.0,"['Gay Bars', 'Sports Bars', 'American (Traditional)']",Washington DC,0,0
oohh's & aahh's,https://www.yelp.com/biz/oohhs-and-aahhs-washington,(202) 667-7142,1005 U St NW,3.5,1350,U Street Corridor,2.0,"['Soul Food', 'Bars', 'Seafood']",Washington DC,0,0
pisco y nazca,https://www.yelp.com/biz/pisco-y-nazca-washington,(202) 559-3726,1823 L St NW,4.5,841,Downtown,2.0,"['Peruvian', 'Cocktail Bars']",Washington DC,0,0
denson liquor bar,https://www.yelp.com/biz/denson-liquor-bar-washington,(202) 499-5018,600 F St NW,4.5,333,Penn Quarter,2.0,"['Cocktail Bars', 'Whiskey Bars', 'Lounges']",Washington DC,0,0
da hong pao,https://www.yelp.com/biz/da-hong-pao-washington,(202) 846-7229,1409 14th St NW,4.0,704,Logan Circle,2.0,"['Cantonese', 'Dim Sum', 'Szechuan']",Washington DC,0,0
the royal,https://www.yelp.com/biz/the-royal-washington-2,(202) 332-7777,501 Florida Ave NW,4.0,252,,2.0,"['Coffee & Tea', 'Latin American', 'Cocktail Bars']",Washington DC,0,1
district taco,https://www.yelp.com/biz/district-taco-washington-6,(202) 347-7359,1309 F St NW,4.0,1603,,1.0,['Mexican'],Washington DC,0,0
the fainting goat,https://www.yelp.com/biz/the-fainting-goat-washington,(202) 735-0344,1330 U St NW,4.0,697,U Street Corridor,2.0,"['American (New)', 'Cocktail Bars']",Washington DC,0,0
sushi taro,https://www.yelp.com/biz/sushi-taro-washington,(202) 462-8999,1503 17th St NW,4.0,1412,Dupont Circle,4.0,"['Sushi Bars', 'Japanese']",Washington DC,1,1
un je ne sais quoi,https://www.yelp.com/biz/un-je-ne-sais-quoi-washington,(202) 721-0099,1361 Connecticut Ave NW,4.5,703,Dupont Circle,1.0,"['Desserts', 'Cafes', 'Bakeries']",Washington DC,0,0
the capital grille,https://www.yelp.com/biz/the-capital-grille-washington-3,(202) 737-6200,601 Pennsylvania Ave NW,4.5,887,,3.0,"['Steakhouses', 'Seafood', 'Wine Bars']",Washington DC,0,0
fishscale,https://www.yelp.com/biz/fishscale-washington-2,(202) 780-7886,637 Florida Ave NW,4.5,114,,2.0,"['Burgers', 'Seafood', 'Fish & Chips']",Washington DC,0,0
lincoln,https://www.yelp.com/biz/lincoln-washington,(202) 386-9200,1110 Vermont Ave NW,3.5,1106,Downtown,2.0,"['American (New)', 'Bars', 'Tapas/Small Plates']",Washington DC,0,0
bkk cookshop,https://www.yelp.com/biz/bkk-cookshop-washington,(202) 791-0592,1700 New Jersey Ave NW,4.0,219,Shaw,2.0,['Thai'],Washington DC,0,0
bub and pop's,https://www.yelp.com/biz/bub-and-pops-washington,(202) 457-1111,1815 M St NW,4.5,876,Dupont Circle,2.0,"['Sandwiches', 'American (Traditional)', 'Delis']",Washington DC,0,0
hazel,https://www.yelp.com/biz/hazel-washington,(202) 847-4980,808 V St NW,4.0,352,,3.0,"['American (New)', 'Mediterranean', 'Turkish']",Washington DC,0,1
service bar,https://www.yelp.com/biz/service-bar-washington,(202) 462-7232,928 U St NW,4.5,176,U Street Corridor,2.0,['Cocktail Bars'],Washington DC,0,0
nina may,https://www.yelp.com/biz/nina-may-washington,(202) 518-3609,1337 11th St NW,4.5,126,Shaw,3.0,['American (New)'],Washington DC,0,0
chicken + whiskey,https://www.yelp.com/biz/chicken-whiskey-washington-4,(202) 667-2456,1738 14th St NW,4.0,444,Logan Circle,2.0,"['Venezuelan', 'Peruvian', 'Sandwiches']",Washington DC,0,0
sakuramen,https://www.yelp.com/biz/sakuramen-washington,(202) 656-5285,2441 18th St NW,4.0,1603,Adams Morgan,2.0,"['Asian Fusion', 'Ramen', 'Korean']",Washington DC,0,0
hank's oyster bar - dupont circle,https://www.yelp.com/biz/hanks-oyster-bar-dupont-circle-washington,(202) 462-4265,1624 Q St NW,4.0,1305,Dupont Circle,2.0,"['Seafood', 'American (New)']",Washington DC,0,1
dc noodles,https://www.yelp.com/biz/dc-noodles-washington-6,(202) 232-8424,1412 U St NW,4.0,640,U Street Corridor,2.0,['Noodles'],Washington DC,0,0
agora,https://www.yelp.com/biz/agora-washington-4,(202) 332-6767,1527 17th St NW,4.0,1210,Dupont Circle,2.0,"['Mediterranean', 'Greek', 'Turkish']",Washington DC,0,0
the coffee bar,https://www.yelp.com/biz/the-coffee-bar-washington,(202) 733-1049,1201 S St NW,4.0,284,,1.0,['Coffee & Tea'],Washington DC,0,0
marvin,https://www.yelp.com/biz/marvin-washington,(202) 797-7171,2007 14th St NW,3.5,1108,U Street Corridor,2.0,"['Lounges', 'Music Venues', 'Seafood']",Washington DC,0,0
ford's theatre,https://www.yelp.com/biz/fords-theatre-washington,(202) 347-4833,511 10th St NW,4.5,452,,,"['Performing Arts', 'Landmarks & Historical Buildings', 'Museums']",Washington DC,0,0
izakaya seki,https://www.yelp.com/biz/izakaya-seki-washington,,1117 V St NW,4.0,416,,3.0,"['Japanese', 'Noodles']",Washington DC,0,1
st. anselm,https://www.yelp.com/biz/st-anselm-washington,(202) 864-2199,1250-1274 5th St NE,4.5,465,,2.0,"['Steakhouses', 'American (New)', 'Breakfast & Brunch']",Washington DC,0,0
central michel richard,https://www.yelp.com/biz/central-michel-richard-washington,(202) 626-0015,1001 Pennsylvania Ave NW,4.0,1268,,3.0,"['American (New)', 'French']",Washington DC,0,0
hando medo,https://www.yelp.com/biz/hando-medo-washington,(202) 450-5882,1315 14th St NW,4.0,313,Logan Circle,2.0,"['Sushi Bars', 'Japanese']",Washington DC,0,0
china chilcano,https://www.yelp.com/biz/china-chilcano-washington,(202) 783-0941,418 7th St NW,4.0,1208,Penn Quarter,3.0,"['Peruvian', 'Asian Fusion']",Washington DC,0,1
morris american bar,https://www.yelp.com/biz/morris-american-bar-washington,(833) 366-7747,1020 7th St NW,4.5,145,,2.0,"['Cocktail Bars', 'Speakeasies']",Washington DC,0,0
colada shop,https://www.yelp.com/biz/colada-shop-washington,(202) 931-4947,1405 T St NW,4.0,462,U Street Corridor,1.0,"['Coffee & Tea', 'Cuban', 'Cocktail Bars']",Washington DC,0,0
roy boys,https://www.yelp.com/biz/roy-boys-washington,(202) 558-9382,2108 8th St NW,4.0,319,,2.0,"['Chicken Wings', 'Cocktail Bars', 'Sandwiches']",Washington DC,0,0
fig & olive - washington,https://www.yelp.com/biz/fig-and-olive-washington-washington-2,(202) 559-5004,934 Palmer Aly NW,3.5,743,,3.0,"['French', 'Mediterranean', 'Bars']",Washington DC,0,0
slipstream,https://www.yelp.com/biz/slipstream-washington,(202) 450-2216,1333 14th St NW,4.0,539,Logan Circle,2.0,"['Coffee & Tea', 'Cocktail Bars']",Washington DC,0,0
anxo cidery & pintxos bar,https://www.yelp.com/biz/anxo-cidery-and-pintxos-bar-washington,(202) 986-3795,300 Florida Ave NW,4.0,251,,2.0,"['Basque', 'Cideries', 'Tapas/Small Plates']",Washington DC,0,1
buredo,https://www.yelp.com/biz/buredo-washington-3,(202) 289-0033,825 14th St NW,4.0,874,Downtown,2.0,"['Sushi Bars', 'Asian Fusion', 'Fast Food']",Washington DC,0,0
uncle chip's cookie & dessert suppliers,https://www.yelp.com/biz/uncle-chips-cookie-and-dessert-suppliers-washington,(202) 999-4990,1514 N Capitol St NW,4.5,170,,2.0,"['Bakeries', 'Sandwiches', 'Gluten-Free']",Washington DC,0,0
801 restaurant & bar,https://www.yelp.com/biz/801-restaurant-and-bar-washington,(202) 332-0207,801 Florida Ave NW,4.0,343,,2.0,"['Bars', 'American (New)', 'Juice Bars & Smoothies']",Washington DC,0,0
jojo restaurant and bar,https://www.yelp.com/biz/jojo-restaurant-and-bar-washington,(202) 319-9350,1518 U St NW,4.0,722,U Street Corridor,2.0,"['Jazz & Blues', 'American (New)', 'Wine Bars']",Washington DC,0,0
