business_name,rating,review_count,price_category
68. The Veg Hub,4.5 star rating,327,"$Vegan, Tapas/Small Plates, Sandwiches"
69. Belly,4 star rating,1706,"$$Burgers, Mexican, Asian Fusion"
70. Pyeong Chang Tofu House,4 star rating,827,"$$Korean, Soup"
Wildseed,4.5 star rating,415,"$$Vegetarian, Vegan, Cocktail Bars"
121. Mill’s Hoagie & Deli Shop,4 star rating,306,"$Sandwiches, Delis, Cheesesteaks"
122. Orbit Coffee & Doughnuts,4.5 star rating,302,"$Coffee & Tea, Donuts, Sandwiches"
123. Iyasare,4 star rating,607,"$$$Japanese, Bars"
124. Vegan Mob,4 star rating,545,"$$Barbeque, Soul Food, Vegan"
125. Grand Lake Kitchen - Dimond,4 star rating,141,"$$Breakfast & Brunch, Cocktail Bars, Sandwiches"
126. Monkey King At the Brewery,4 star rating,407,"$$Cajun/Creole, Noodles, Chicken Wings"
127. The Halal Guys,3 star rating,202,"$$Halal, Mediterranean, Middle Eastern"
128. Belotti Ristorante E Bottega,4.5 star rating,622,"$$Italian, Cocktail Bars, Wine Bars"
129. Camchilao Food Truck,4.5 star rating,17,"Food Trucks, Cambodian, Laotian"
130. Xiang Yuen Xiao Long Bao,4 star rating,399,$$Shanghainese
Wildseed,4.5 star rating,415,"$$Cocktail Bars, Vegan, Vegetarian"
1. Wawa Thai Food,5 star rating,16,Thai
2. World Famous Hotboys,4.5 star rating,689,$$Southern
3. Daughter Thai Kitchen,4 star rating,1143,"$$Thai, Cocktail Bars"
4. Farmhouse Kitchen Thai Cuisine,4 star rating,1110,"$$Thai, Cocktail Bars, Desserts"
5. Pomella,4.5 star rating,177,Middle Eastern
6. Kitchen Story,4 star rating,253,"$$Breakfast & Brunch, Asian Fusion, American (New)"
7. Homeroom,4 star rating,5734,"$$American (Traditional), Comfort Food"
8. Shawarmaji,4.5 star rating,126,"$$Mediterranean, Sandwiches, Arabian"
9. Falafel Boy,4.5 star rating,171,"$$Falafel, Lebanese"
10. Drake’s Dealership,4 star rating,1892,"$$Breweries, American (Traditional), Pizza"
Wildseed,4.5 star rating,415,"$$Vegan, Cocktail Bars, Vegetarian"
71. Bento & Bowls,5 star rating,136,"$$Korean, Soup, Barbeque"
72. Reem’s,4.5 star rating,507,"$$Middle Eastern, Arabian, Street Vendors"
73. Aburaya Japanese Fried Chicken,4 star rating,714,$$Izakaya
74. Burma Bites,4.5 star rating,11,Burmese
75. Xochi The Dog Cafe,4.5 star rating,8,Cafes
76. Sequoia Diner,4 star rating,551,"$$Diners, Breakfast & Brunch"
77. Koryo Jajang,4 star rating,499,$$Korean
78. Kamdesh Restaurant,4 star rating,844,$$Afghan
79. Ike’s Love & Sandwiches,4 star rating,1318,$$Sandwiches
80. Cholita Linda,4.5 star rating,1695,"$$Latin American, Sandwiches, Tacos"
Wildseed,4.5 star rating,415,"$$Cocktail Bars, Vegetarian, Vegan"
111. The Governor,5 star rating,3,"British, Comfort Food"
112. Hometown Heroes East Bay,4.5 star rating,144,"$$American (Traditional), Chicken Wings, Sports Bars"
113. Dimond Slice Pizza,4.5 star rating,453,"$Pizza, Vegetarian"
114. Himalayan Curry House,4 star rating,129,"$$Himalayan/Nepalese, Indian"
115. Okkon,4.5 star rating,18,"$$Japanese, Pop-Up Restaurants"
116. Almond & Oak,4 star rating,88,"$$$American (New), Cocktail Bars"
117. DeVaughn’s Cajun Kitchen,4 star rating,94,"Southern, Cajun/Creole, Soul Food"
118. Mujiri,5 star rating,37,Japanese
119. Zachary’s Chicago Pizza,4.5 star rating,3644,"$$Pizza, Comfort Food"
120. Southie,4.5 star rating,792,"$$Sandwiches, American (New)"
Wildseed,4.5 star rating,415,"$$Vegan, Vegetarian, Cocktail Bars"
201. Tin & Pig - Kang Tong Degi,4 star rating,372,"$$Korean, Gastropubs, Comfort Food"
202. The Fat Lady,4 star rating,1007,"$$American (New), Bars"
203. Ayubowan,4.5 star rating,16,"Sri Lankan, Food Trucks"
204. dosa By DOSA,4 star rating,403,$$Indian
205. Eureka!,4 star rating,1713,$$American (Traditional)
206. Mi Zacatecas,4.5 star rating,113,$Mexican
207. The Lede,4 star rating,26,"Bars, American (Traditional)"
208. El Paisa,4.5 star rating,258,$$Mexican
209. Canasta Kitchen,4.5 star rating,119,"Tacos, Latin American"
210. The Mana’eesh Lady,5 star rating,1,"Pop-Up Restaurants, Middle Eastern"
Wildseed,4.5 star rating,415,"$$Cocktail Bars, Vegetarian, Vegan"
81. Cambodian Street Food,4.5 star rating,138,Cambodian
82. Spinning Bones,4.5 star rating,111,"$$Chicken Shop, American (New)"
83. Bakesale Betty,4 star rating,4271,"$$Bakeries, Sandwiches, American (Traditional)"
84. Cheese Board Pizza,4.5 star rating,5331,$Pizza
85. Izza,5 star rating,17,"Izakaya, Tapas/Small Plates, Asian Fusion"
86. Paulista Brazilian Kitchen and Taproom,4 star rating,246,"$$Brazilian, Acai Bowls, Beer Bar"
87. Portal Oakland,4 star rating,1310,"$$American (New), Breakfast & Brunch, Burgers"
88. Coco Breeze,4.5 star rating,48,Caribbean
89. Wally’s Cafe,4.5 star rating,1790,"$$Mediterranean, Lebanese"
90. Hang Ten Boiler,4 star rating,1158,"$$Cajun/Creole, Hawaiian, Seafood"
Wildseed,4.5 star rating,415,"$$Cocktail Bars, Vegan, Vegetarian"
161. The Italian Homemade Company,4 star rating,390,"$$Italian, Gelato, Delis"
162. Joshua’s Gulfport Seafood,4.5 star rating,34,"$Seafood, Southern, Soul Food"
163. MIXT,3.5 star rating,138,"$$Salad, American (New), Vegetarian"
164. Aguachiles El Tamarindo,4 star rating,205,"$$Food Trucks, Seafood, Mexican"
165. Da Nang Quan,4 star rating,214,$$Vietnamese
166. Dosirak Shop,4.5 star rating,109,"$$Japanese, Korean"
167. The Well Oakland,4 star rating,225,"$$Cafes, Breakfast & Brunch, Gluten-Free"
168. Southern Cafe,4 star rating,544,"$$Southern, Salad, Chicken Wings"
169. The Butchers Son,4.5 star rating,1326,"$$Vegan, Sandwiches, American (Traditional)"
170. iLava Hawaiian Barbecue,4 star rating,182,"$Barbeque, Hawaiian"
Wildseed,4.5 star rating,415,"$$Vegan, Vegetarian, Cocktail Bars"
171. Pucquio,4 star rating,265,$$$Peruvian
172. Tasty Pot,3.5 star rating,559,"$$Taiwanese, Bubble Tea, Hot Pot"
173. Cafe Umami,4.5 star rating,202,"$$Breakfast & Brunch, Asian Fusion, Cafes"
174. Masala Cuisine,4.5 star rating,441,$Indian
175. Degrees Plato,4 star rating,184,"$$Tacos, Beer Bar"
176. Xingones,4.5 star rating,90,"$Tacos, Chicken Wings"
177. Two Local Girls,4.5 star rating,58,"$Breakfast & Brunch, Sandwiches, American (New)"
178. Doña,3.5 star rating,118,$$Mexican
179. Lao Taé,4 star rating,120,"$$Laotian, Thai, Cocktail Bars"
180. Champa Garden,4 star rating,2022,"$$Thai, Laotian"
Wildseed,4.5 star rating,415,"$$Vegetarian, Cocktail Bars, Vegan"
181. Genny’s BBQ,4 star rating,294,"$$Barbeque, Seafood"
182. Millennium,4 star rating,739,"$$$Vegan, Vegetarian, Wine Bars"
183. Commis,4.5 star rating,1020,$$$$American (New)
184. In The Wood,4 star rating,145,"$$Gastropubs, American (New)"
185. Vien Huong Restaurant,4 star rating,868,"$Chinese, Vietnamese, Noodles"
186. RnR Sushi & Bowls,4.5 star rating,425,"$$Sushi Bars, Japanese, Salad"
187. Mien Tay Restaurant,4 star rating,103,$Vietnamese
188. Shinmai,4 star rating,830,"$$Izakaya, Cocktail Bars, Ramen"
189. Molcajete Cocina Mexicana,4 star rating,498,$$Mexican
190. Seabreeze On The Dock,4 star rating,70,"Seafood, Salad, Sandwiches"
